main_id,ra,dec,otype,frame_hash
[KPS2012] MWSC 1644,139.05,-36.615,OpC,-8892930207331725544
[KPS2012] MWSC 3034,285.135,-0.47,OpC,4186387942919456398
NGC   371,15.854166666666668,-72.07333333333332,OpC,1782264804202814970
NGC   422,17.35208333333333,-71.76638888888888,OpC,-905196281580547620
[RZ2005]  22,10.052791666666668,-72.69858333333333,OpC,-453721424183141062
NGC  2116,86.81308333333332,-68.50798055555555,OpC,1025921711823518840
[RZ2005] 173,17.057375,-73.25750000000001,OpC,6923448469227339249
KMHK  984,82.44166666666668,-71.0,OpC,-742764159679612769
[MCM2005b] 43,210.11666666666667,-60.98833333333334,OpC,-8823421580181792216
[MCM2005b] 45,211.39166666666665,-62.09,OpC,-922715096304467054
[MCM2005b] 48,211.9708333333333,-61.29833333333333,OpC,-3160324969246358478
[MCM2005b] 67,239.6375,-53.973333333333336,OpC,6008441593866782636
[MCM2005b] 73,243.0041666666667,-51.36833333333333,OpC,-1941051316043094835
[MCM2005b] 82,253.2333333333333,-44.43333333333333,OpC,4571723785906519484
[MCM2005b] 84,256.1583333333333,-42.303333333333335,OpC,6346973113355755751
[MCM2005b] 85,256.0916666666666,-42.25166666666667,OpC,-152910718743977973
[MCM2005b] 11,281.67083333333323,-2.735,OpC,2209382189354060017
[MCM2005b] 12,281.94999999999993,-1.9416666666666664,OpC,-5343232588166441550
[HS66]  14,69.0,-67.73333333333333,OpC,-8587458581466635558
NGC  5120,201.41251,-63.46667,OpC,856272338232827094
KMHK  284,73.8375,-69.94166666666668,OpC,-335591103519295045
[GKK2003] O121,81.8,-70.56666666666666,OpC,-8284968988432190991
[HS66] 339,82.94166666666666,-67.3,OpC,-8801940191598455856
[GKK2003] O168,84.325,-69.31666666666666,OpC,5086005196120561691
[GKK2003] O232,85.575,-67.4,OpC,890666246555714672
BMG  12,85.87083333333334,-67.44833333333334,OpC,7557647804906023112
BMG  32,86.20416666666668,-67.32833333333333,OpC,5528692829160329509
BMG  85,86.90833333333333,-68.27833333333334,OpC,5874407737468219608
BMG  65,86.57083333333333,-67.49833333333333,OpC,-2569563379622293216
BMG 203,90.24583333333334,-67.66833333333334,OpC,-1158518185940070322
BMG 111,87.59583333333333,-67.38333333333334,OpC,3980362374737864256
BMG 197,90.0875,-67.62666666666667,OpC,4255701849063296067
BMG 265,93.49166666666666,-68.20833333333334,OpC,-3662527514943128468
NAME SBB 3,334.10041666666666,55.62694444444445,OpC,-4612430811379591247
KMHK  148,72.79599999999999,-67.5336138888889,OpC,5492949980882603223
NAME Sgr 1900+14 Star Cluster,286.80833333333334,9.321666666666667,OpC,-5779183685594582613
BMG  34,86.208,-67.77945833333332,OpC,2725163287127502996
[FSR2007] 1336,119.86166666666666,-30.72472222222222,OpC,2151439664274629160
KMHK  765,79.84166666666667,-67.22666666666667,OpC,-4799678338609360948
KMHK 1251,85.52854166666668,-68.36376944444444,OpC,-4675465638336462396
BRHT 38a,82.965625,-67.99005833333332,OpC,-8188201604440342187
[FSR2007] 0294,316.68708333333336,50.85694444444445,OpC,-205927100030677476
