WDS,Disc,Comp,Obs1,Obs2,pa1,pa2,sep1,sep2,mag1,mag2,DM,Notes,n_RAJ2000,RAJ2000,DEJ2000,_RA.icrs,_DE.icrs
00065+5213,A  1252,,1906,2018,189,188,0.6,0.6,10.52,10.54,+51 3782,,,00 06 28.64,+52 13 33.6,00 06 28.64,+52 13 33.6
00065+1250,TDS1293,,1991,2015,53,5,0.4,0.4,9.36,9.42,+12 5066,,,00 06 31.78,+12 49 53.3,00 06 31.78,+12 49 53.3
00065+0747,GRV   5,,1919,2015,71,70,67.5,67.0,13.54,13.56,,,,00 06 33.18,+07 47 24.7,00 06 33.18,+07 47 24.7
00065+0550,LDS3123,,1955,2015,131,131,23.5,23.2,11.05,16.93,,V,,00 06 31.78,+05 49 31.4,00 06 31.78,+05 49 31.4
00065+0155,HJ 1000,AB,1827,2017,220,205,4.0,7.3,10.36,10.75,+01 4830,W,,00 06 28.06,+01 55 23.4,00 06 28.06,+01 55 23.4
00065-0018,WAA  61,,2002,2016,335,339,1.3,1.3,17.3,18.0,,,,00 06 32.74,-00 17 53.4,00 06 32.74,-00 17 53.4
00065-0113,SLE 247,,1975,2015,229,232,17.5,17.9,11.0,11.0,,,,00 06 33.46,-01 12 39.6,00 06 33.46,-01 12 39.6
00065-0737,CLZ   2,,1954,2016,299,299,48.4,48.6,14.6,16.5,,V,,00 06 29.73,-07 37 07.7,00 06 29.73,-07 37 07.7
00065-4911,SKF 402,,1903,2016,85,86,10.4,10.3,10.16,9.96,-49    1,V,,00 06 27.33,-49 10 55.9,00 06 27.33,-49 10 55.9
00065-5200,TDS1294,,1991,1991,224,224,2.3,2.3,12.2,13.42,,X,,00 06 31.77,-52 00 17.3,00 06 31.77,-52 00 17.3
00065-5224,TDS1295,,1991,1991,288,288,2.8,2.8,12.42,13.23,,X,,00 06 31.16,-52 23 53.3,00 06 31.16,-52 23 53.3
00066+7356,SKF2456,,2000,2016,5,5,7.8,7.7,10.1,15.5,,V,,00 06 35.15,+73 56 21.7,00 06 35.15,+73 56 21.7
00066+5631,STI1275,,1917,2015,166,169,8.3,9.7,8.07,12.8,+55 3087,,,00 06 35.88,+56 30 52.2,00 06 35.88,+56 30 52.2
00066+5501,ES  610,,1908,2015,203,204,4.2,4.2,10.1,11.9,+54 3111,,,00 06 35.60,+55 01 18.9,00 06 35.60,+55 01 18.9
00066+5100,TDS1296,,1991,1991,205,205,0.7,0.7,11.42,11.79,,X,,00 06 34.14,+51 00 11.4,00 06 34.14,+51 00 11.4
00066+4503,TDS1297,,1991,2019,24,21,2.0,1.9,11.95,12.35,,,,00 06 33.01,+45 02 51.8,00 06 33.01,+45 02 51.8
00066+4328,COU1351,,1975,2015,42,42,0.9,0.9,10.78,11.39,+42 4836,,,00 06 37.58,+43 28 42.0,00 06 37.58,+43 28 42.0
00066+3537,GRV   6,,1932,2015,269,270,35.3,34.4,10.94,12.71,,,,00 06 41.29,+35 37 20.1,00 06 41.29,+35 37 20.1
00066+2901,STT 549,AB,1853,2019,244,260,143.1,193.6,6.15,10.34,+28 4704,NL U,,00 06 36.78,+29 01 17.4,00 06 36.78,+29 01 17.4
00066+2901,ENG   1,"A,CD",1886,2019,182,200,156.4,139.7,6.14,10.7,,NU,,00 06 36.78,+29 01 17.4,00 06 36.78,+29 01 17.4
00066+2901,LAF  21,AE,2005,2005,83,83,10.2,10.2,4.6,17.2,+28 4704,N  K,,00 06 36.78,+29 01 17.4,00 06 36.78,+29 01 17.4
00066+2901,BU 1338,CD,1907,2019,210,211,3.3,3.3,11.4,11.5,,NU,,00 06 33.49,+28 59 01.8,00 06 33.49,+28 59 01.8
00066+1554,GWP  12,,1954,2016,192,192,25.2,25.2,13.22,15.3,,N,,00 06 36.48,+15 53 47.3,00 06 36.48,+15 53 47.3
00066-0356,SLW   6,,1954,2016,3,3,8.5,8.7,17.0,17.9,,V R,,00 06 33.79,-03 55 44.5,00 06 33.79,-03 55 44.5
00066-0435,ZHN  10,,1996,2015,191,191,20.1,20.1,17.1,18.3,,V R,,00 06 33.94,-04 35 11.2,00 06 33.94,-04 35 11.2
00066-1101,RST3341,AB,1938,1950,101,95,0.4,0.4,11.0,11.8,-11 6201,,,00 06 37.28,-11 01 07.4,00 06 37.28,-11 01 07.4
00066-1101,GAL   3,"AB,C",1901,2016,12,13,7.4,7.2,10.56,10.8,,,,00 06 37.28,-11 01 07.4,00 06 37.28,-11 01 07.4
00066-2324,B     3,,1925,2016,52,51,6.6,6.5,9.66,13.1,-24    2,,,00 06 36.78,-23 24 16.7,00 06 36.78,-23 24 16.7
00067+6638,KPP 729,,1999,2016,354,353,6.4,6.4,12.0,13.3,,V,,00 06 43.17,+66 38 07.4,00 06 43.17,+66 38 07.4
00067+5716,MRI  53,,1998,2015,308,307,6.6,6.6,13.0,15.3,,V,,00 06 43.93,+57 16 20.6,00 06 43.93,+57 16 20.6
00067+3555,LDS3124,,1954,1991,350,315,11.5,13.9,17.97,21.2,,V U,,00 06 40.34,+35 55 31.8,00 06 40.34,+35 55 31.8
00067+2850,FYM 562,,1992,2016,288,289,15.8,16.0,9.1,14.7,+28 4705,V,,00 06 40.89,+28 49 42.4,00 06 40.89,+28 49 42.4
00067+0839,LSC   3,,2011,2018,16,16,0.6,0.6,11.0,15.0,,,,00 06 43.81,+08 39 25.9,00 06 43.81,+08 39 25.9
00067+0827,SLW   7,,1955,2015,23,23,174.2,174.1,19.5,19.6,,V R,,00 06 41.05,+08 27 14.5,00 06 41.05,+08 27 14.5
00067-0054,GWP  13,,1951,2016,91,91,81.7,81.6,15.1,17.1,,V,,00 06 44.42,-00 54 12.2,00 06 44.42,-00 54 12.2
00067-0706,JNN  11,,2008,2023,7,198,0.2,0.1,15.0,16.5,,NV,,00 06 39.23,-07 05 35.2,00 06 39.23,-07 05 35.2
00067-0813,LDS5261,,1954,2015,26,26,83.5,81.4,16.5,18.8,,,,00 06 43.97,-08 13 16.8,00 06 43.97,-08 13 16.8
00067-3634,KPP2667,,2015,2016,209,209,2.2,2.2,15.16,15.62,,T,,00 06 44.95,-36 33 36.5,00 06 44.95,-36 33 36.5
00067-4803,CPO 105,,1904,2016,45,68,1.9,3.6,11.9,12.8,-48    4,,,00 06 40.83,-48 02 46.6,00 06 40.83,-48 02 46.6
00068+5430,ES  611,,1899,2019,295,291,10.4,9.9,8.36,10.1,+53 3289,,,00 06 47.25,+54 29 58.4,00 06 47.25,+54 29 58.4
00068+0427,BU 1155,,1890,2012,90,76,0.4,0.7,9.88,10.34,+03 4933,,,00 06 49.45,+04 27 27.6,00 06 49.45,+04 27 27.6
00068-0853,BUG  15,AB,1996,2016,113,113,27.2,27.5,17.53,22.0,,NV,,00 06 47.47,-08 52 35.1,00 06 47.47,-08 52 35.1
00068-1210,HU    1,,1899,2015,104,113,1.1,0.9,10.17,10.94,-12 6613,,,00 06 45.39,-12 09 49.5,00 06 45.39,-12 09 49.5
00068-2106,RSS  41,,1920,2024,223,5,35.4,17.2,10.0,11.9,-21    1,NL T,,00 06 45.50,-21 05 33.0,00 06 45.50,-21 05 33.0
00068-2916,LDS2087,,1954,2015,79,79,68.0,67.0,18.3,21.0,,U,,00 06 49.77,-29 15 35.4,00 06 49.77,-29 15 35.4
00068-4055,RST1179,,1931,2015,108,106,1.0,1.3,9.18,13.7,-41    4,S,,00 06 49.74,-40 54 47.8,00 06 49.74,-40 54 47.8
00069+6626,MLR 102,,1970,1991,104,85,0.2,0.2,9.5,9.5,+65 2001,,,00 06 55.30,+66 25 42.0,00 06 55.30,+66 25 42.0
00069+5243,TDS   4,,1991,2015,178,182,0.8,0.8,11.35,11.77,,,,00 06 52.02,+52 42 55.6,00 06 52.02,+52 42 55.6
00069+2328,CRB   8,,1991,2015,161,160,8.1,8.1,12.6,15.1,,V,,00 06 55.74,+23 28 21.0,00 06 55.74,+23 28 21.0
00069+0702,PLQ   1,,1912,2016,304,293,7.7,21.0,12.94,13.96,,,,00 06 54.41,+07 01 58.1,00 06 54.41,+07 01 58.1
00069+0303,SKF1193,,2000,2016,61,61,4.2,4.2,12.91,14.1,,,,00 06 58.01,+03 03 18.2,00 06 58.01,+03 03 18.2
00069-3036,HDS  10,,1910,2015,192,194,18.7,19.8,10.31,12.0,-31    6,,,00 06 55.74,-30 36 11.1,00 06 55.74,-30 36 11.1
00070+4820,TDS1298,,1991,2019,235,233,0.5,0.8,11.19,11.59,+47 4382,,,00 07 00.96,+48 20 07.0,00 07 00.96,+48 20 07.0
00070+3252,TOK 442,,1980,2014,332,332,999.9,999.9,9.61,16.16,,,,00 07 00.65,+32 52 12.4,00 07 00.65,+32 52 12.4
00070+0303,GWP  14,,1951,2016,136,136,10.0,10.3,16.1,18.0,,N  R,,00 06 58.80,+03 03 00.1,00 06 58.80,+03 03 00.1
00070-1837,UC  322,,1951,2016,64,63,44.4,44.7,12.5,15.28,,V,,00 06 57.58,-18 36 54.4,00 06 57.58,-18 36 54.4
00071+6309,MLR 105,"Aa,Ab",1970,2016,49,46,0.6,0.6,10.53,10.65,,N,,00 07 10.37,+63 09 23.0,00 07 10.37,+63 09 23.0
00071+6309,ES 1934,AB,1913,2016,77,69,4.0,7.3,9.2,10.8,,N,,00 07 10.37,+63 09 23.0,00 07 10.37,+63 09 23.0
00071+5507,STI1278,,1917,2015,108,113,14.9,13.2,12.8,14.7,,,,00 07 01.45,+55 07 10.2,00 07 01.45,+55 07 10.2
00071+3614,ALI  12,,1932,2015,284,285,14.2,14.4,11.05,12.3,,,,00 07 05.17,+36 14 06.0,00 07 05.17,+36 14 06.0
00071+2846,SKF1817,,2003,2015,164,160,1.7,1.6,19.9,20.26,,,,00 07 03.55,+28 45 43.3,00 07 03.55,+28 45 43.3
00071-1551,HDS  11,,1991,2018,201,267,0.3,0.4,8.86,11.76,-16 6419,,,00 07 07.57,-15 51 00.3,00 07 07.57,-15 51 00.3
00071-4152,TDS1299,,1991,1991,269,269,1.7,1.7,12.02,12.13,,X,,00 07 05.95,-41 52 26.9,00 07 05.95,-41 52 26.9
00072+4723,ES 1193,AB,1913,2021,71,65,2.6,2.3,10.83,11.72,+46 4261,,,00 07 11.93,+47 24 46.9,00 07 11.93,+47 24 46.9
00072+4723,ES 1193,AC,2016,2016,353,353,9.2,9.2,10.83,14.3,,,,00 07 11.93,+47 24 46.9,00 07 11.93,+47 24 46.9
00072+4306,TDS1300,,1991,1991,272,272,0.8,0.8,11.58,11.94,,X,,00 07 11.91,+43 06 01.3,00 07 11.91,+43 06 01.3
00072+2752,SKF1818,,1954,2016,44,43,6.1,6.4,18.3,19.9,,,,00 07 10.11,+27 51 59.7,00 07 10.11,+27 51 59.7
00073+5241,LDS5262,,1960,2016,174,178,3.0,4.1,13.3,16.6,,,,00 07 19.48,+52 41 31.4,00 07 19.48,+52 41 31.4
00073+3741,ES 1935,,1922,2021,134,138,8.6,9.0,9.7,12.2,+36 5155,,,00 07 18.68,+37 40 34.6,00 07 18.68,+37 40 34.6
00073+2058,HDS  12,,1991,2021,165,0,3.1,3.9,9.22,11.53,+20 5430,NL,,00 07 18.15,+20 57 54.3,00 07 18.15,+20 57 54.3
00073+0742,HDS  13,,1991,2012,321,322,0.4,0.4,8.04,9.08,+06 5243,,,00 07 18.38,+07 42 12.9,00 07 18.38,+07 42 12.9
00073+0526,TDS1301,,1991,1991,237,237,0.5,0.5,10.47,10.58,+04 5090,X,,00 07 15.29,+05 25 47.7,00 07 15.29,+05 25 47.7
00073-0235,SKF1819,,1954,2016,244,245,4.9,5.3,17.8,18.9,,V,,00 07 20.50,-02 34 53.8,00 07 20.50,-02 34 53.8
00073-4153,CRU9001,,1879,2015,3,10,75.0,79.8,8.2,10.4,-42    3,,,00 07 15.38,-41 53 22.4,00 07 15.38,-41 53 22.4
00074+5218,TDS1302,,1991,1991,127,127,1.6,1.6,12.25,13.03,,X,,00 07 22.75,+52 17 58.7,00 07 22.75,+52 17 58.7
00074+2219,CVR 304,,2000,2016,13,13,9.3,9.3,15.5,18.9,,V R,,00 07 24.90,+22 19 00.3,00 07 24.90,+22 19 00.3
00074+2029,KU    3,,1901,2021,81,75,1.0,1.0,10.32,10.4,+19    2,,,00 07 28.21,+20 29 35.7,00 07 28.21,+20 29 35.7
00074+1051,GIC9001,,2015,2015,352,352,0.7,0.7,13.5,14.8,,V,,00 07 23.44,+10 50 56.0,00 07 23.44,+10 50 56.0
00074+0445,CRB   9,,1997,2015,320,319,6.4,6.4,12.8,15.5,,VW,,00 07 24.63,+04 45 17.4,00 07 24.63,+04 45 17.4
00074-0519,GWP  15,,1954,2016,0,0,10.4,10.5,15.4,17.5,,V,,00 07 25.16,-05 18 46.5,00 07 25.16,-05 18 46.5
00074-1102,HDS  14,,1991,2016,176,178,1.1,1.1,9.1,12.66,-11 6205,,,00 07 22.89,-11 02 00.2,00 07 22.89,-11 02 00.2
00074-1125,GWP  16,,1994,2015,357,358,7.1,6.9,14.4,16.2,,V R,,00 07 26.00,-11 24 39.1,00 07 26.00,-11 24 39.1
00074-2936,LDS2088,,1954,2016,8,1,8.0,8.5,15.17,18.64,,N,,00 07 22.52,-29 35 25.9,00 07 22.52,-29 35 25.9
00074-7730,HJ 5442,,1835,2015,62,67,22.5,27.6,8.5,11.37,-78    1,,,00 07 25.90,-77 29 39.1,00 07 25.90,-77 29 39.1
00075+6008,ES 1706,,1918,2016,79,80,2.0,2.1,10.65,12.09,+59 2831,,,00 07 32.10,+60 08 21.0,00 07 32.10,+60 08 21.0
00075+3308,TDS1303,,1991,2019,39,39,0.5,0.5,10.79,10.98,+32 4775,,,00 07 27.85,+33 07 47.1,00 07 27.85,+33 07 47.1
00075+0532,CVR1029,,2000,2016,203,204,3.8,3.8,15.3,15.6,,R,,00 07 28.41,+05 32 00.1,00 07 28.41,+05 32 00.1
00076+5246,A  1253,,1906,2016,86,83,2.3,4.0,7.7,11.28,+51    2,,,00 07 37.40,+52 46 22.7,00 07 37.40,+52 46 22.7
00076+4009,STF3064,AB,1782,2024,341,9,22.0,26.1,6.84,10.84,+39    3,NLWU,,00 07 37.92,+40 08 52.6,00 07 37.92,+40 08 52.6
00076+3140,BU 1014,,1891,2016,336,341,1.5,1.6,7.0,12.5,+30    1,,,00 07 35.18,+31 40 08.6,00 07 35.18,+31 40 08.6
00076+0421,GRV   7,,1909,2015,231,230,37.4,37.4,10.28,10.97,,V,,00 07 36.88,+04 21 24.6,00 07 36.88,+04 21 24.6
00076-0433,STF3063,,1831,2015,233,194,1.8,1.0,9.3,10.29,-05    2,O,,00 07 35.68,-04 32 51.1,00 07 35.68,-04 32 51.1
00076-1606,KPP2678,,1979,2016,337,334,19.6,20.6,16.01,20.46,,T,,00 07 34.82,-16 05 31.6,00 07 34.82,-16 05 31.6
00076-1825,HJ 3240,,1830,2018,140,132,5.0,7.7,10.0,11.0,,,,00 06 36.41,-18 24 32.6,00 06 36.41,-18 24 32.6
00076-2718,LDS2089,,1954,2015,146,151,24.0,24.0,17.45,18.99,,N,,00 07 32.89,-27 17 10.8,00 07 32.89,-27 17 10.8
00076-2720,LDS2090,,1954,2015,122,121,110.0,111.6,15.7,20.5,,,,00 07 31.22,-27 18 31.6,00 07 31.22,-27 18 31.6
00076-6038,I   434,,1911,2021,32,32,5.3,5.0,8.51,10.93,-61    1,,,00 07 34.74,-60 38 30.7,00 07 34.74,-60 38 30.7
00077+7839,TDS1304,,2016,2016,197,197,2.9,2.9,10.3,18.7,,,,00 07 40.15,+78 39 11.0,00 07 40.15,+78 39 11.0
00077+6022,JNN 247,,2010,2018,74,108,0.5,1.0,12.4,13.0,,NZ U,,00 07 42.62,+60 22 54.3,00 07 42.62,+60 22 54.3
00077+3711,A  1501,,1907,2013,227,240,1.1,0.9,7.59,10.63,+36    1,,,00 07 43.11,+37 11 07.6,00 07 43.11,+37 11 07.6
00077+2519,POU   2,,1898,2015,272,283,10.0,9.5,13.4,14.0,,,,00 07 42.67,+25 19 24.9,00 07 42.67,+25 19 24.9
00077+0348,TDS1305,AB,1991,1991,61,61,0.5,0.5,10.75,10.87,+03    2,X,,00 07 40.34,+03 48 13.3,00 07 40.34,+03 48 13.3
00077-0454,ZHN  11,,2000,2018,40,50,5.3,5.3,19.6,20.6,,V B,,00 07 44.29,-04 54 18.1,00 07 44.29,-04 54 18.1
00077-1020,SLW   8,,1954,2016,75,75,27.7,27.6,17.4,18.3,,V R,,00 07 40.07,-10 20 27.3,00 07 40.07,-10 20 27.3
00077-2058,BRT 294,,1920,2016,229,221,3.7,4.3,11.76,12.0,-21    1,,,00 07 42.72,-20 57 37.5,00 07 42.72,-20 57 37.5
00077-2256,LDS2091,,1952,2016,296,311,4.0,3.6,15.4,16.7,,,,00 07 35.45,-22 55 18.9,00 07 35.45,-22 55 18.9
00077-2509,HJ 3239,,1831,2015,336,325,20.0,25.4,11.14,14.82,-25   11,,,00 07 42.43,-25 08 30.2,00 07 42.43,-25 08 30.2
00077-2713,KPP2583,,1984,2016,248,247,23.4,23.4,12.13,14.38,,V,,00 07 42.19,-27 13 23.6,00 07 42.19,-27 13 23.6
00077-5615,HDS  15,,1991,1991,70,70,0.1,0.1,9.41,11.24,-56   13,X,,00 07 40.98,-56 14 58.4,00 07 40.98,-56 14 58.4
00078+6321,HU 1002,,1904,2021,303,275,0.7,0.4,9.22,9.5,+62    3,,,00 07 46.53,+63 21 28.7,00 07 46.53,+63 21 28.7
00078+5801,CBL 560,,1998,2016,320,320,8.6,8.7,14.1,17.5,,V,,00 07 48.35,+58 00 50.3,00 07 48.35,+58 00 50.3
00078+5723,HJ 3241,,1828,2019,8,9,15.0,14.9,9.16,9.83,+56    1,N,,00 07 46.58,+57 22 43.6,00 07 46.58,+57 22 43.6
00078+5434,STI1279,,1917,2015,170,172,7.3,6.7,12.2,13.1,,,,00 07 43.69,+54 34 52.9,00 07 43.69,+54 34 52.9
00078+4507,ES 1357,AB,1915,2015,138,186,5.1,4.1,9.91,14.7,+44    1,,,00 07 45.55,+45 07 44.7,00 07 45.55,+45 07 44.7
00078+4507,CRB   2,AC,1893,2015,226,226,54.4,54.4,9.91,12.44,+44    1,,,00 07 45.55,+45 07 44.7,00 07 45.55,+45 07 44.7
00078+3920,CRB  25,,1998,2016,216,216,23.9,23.8,17.0,17.2,,V,,00 07 49.01,+39 19 43.8,00 07 49.01,+39 19 43.8
00078-0023,WAA  62,,2002,2016,348,347,2.5,2.5,18.6,19.6,,V,,00 07 47.97,-00 22 43.1,00 07 47.97,-00 22 43.1
00078-1342,KPP 967,,1998,2016,112,112,7.9,7.9,12.4,14.4,,V,,00 07 49.29,-13 41 59.5,00 07 49.29,-13 41 59.5
00078-2231,SEE   2,,1897,2016,174,145,2.2,1.8,5.9,11.0,-23   13,,,00 07 46.86,-22 30 30.5,00 07 46.86,-22 30 30.5
00078-6205,TVB  20,,1998,2016,40,40,7.5,7.5,10.1,12.4,,,,00 07 49.95,-62 04 52.4,00 07 49.95,-62 04 52.4
00079+7807,MLR 369,,1972,2016,57,56,1.8,2.0,11.3,11.16,,,,00 07 54.37,+78 07 59.0,00 07 54.37,+78 07 59.0
00079+1443,WAA  63,,2001,2015,132,122,1.8,2.1,18.5,18.7,,,,00 07 55.52,+14 43 27.6,00 07 55.52,+14 43 27.6
00079+0317,J   301,,1909,2016,180,180,4.4,4.4,10.81,13.8,+02    1,N,,00 07 54.84,+03 17 49.7,00 07 54.84,+03 17 49.7
00079+0047,BAL 942,,1897,2016,300,299,7.2,7.2,9.6,12.1,-00    3,,,00 07 55.70,+00 47 27.2,00 07 55.70,+00 47 27.2
00079+0244,KPP  48,,2000,2015,126,126,4.8,4.9,12.8,14.5,,V,,00 07 55.79,+02 43 40.8,00 07 55.79,+02 43 40.8
00079-2727,LDS   5,,1912,2015,3,3,44.0,43.7,10.96,11.31,-28   11,N,,00 13 39.29,-28 18 02.6,00 13 39.29,-28 18 02.6
00079-2959,TOI 224,,2019,2020,31,227,0.1,0.1,12.6,13.4,,,,00 07 54.56,-29 58 44.4,00 07 54.56,-29 58 44.4
00079-3005,LDS2092,,1954,2016,92,92,4.0,4.4,16.69,18.86,,N,,00 07 56.90,-30 04 17.3,00 07 56.90,-30 04 17.3
00080+6035,STI   6,,1910,2015,142,145,11.3,11.5,11.9,14.0,,,,00 08 02.83,+60 35 26.8,00 08 02.83,+60 35 26.8
00080+3123,STTA256,AB,1876,2015,117,113,103.1,110.9,7.13,7.28,+30    2,NY,,00 08 01.73,+31 23 28.4,00 08 01.73,+31 23 28.4
00080+3123,BU 1339,AC,1912,2015,260,273,20.2,15.9,7.13,13.6,,N,,00 08 01.73,+31 23 28.4,00 08 01.73,+31 23 28.4
00080+3123,ALL9001,AD,1895,2015,312,315,93.8,94.2,7.13,10.94,,N,,00 08 01.73,+31 23 28.4,00 08 01.73,+31 23 28.4
00080+3123,FYM  34,AE,1999,2016,98,97,64.6,65.1,7.13,15.09,,N,,00 08 01.73,+31 23 28.4,00 08 01.73,+31 23 28.4
00080+2156,GRV   8,,1950,2015,302,302,77.1,77.9,11.52,13.84,,,,00 08 05.86,+21 56 34.5,00 08 05.86,+21 56 34.5
00080-0019,ITF 239,,1951,2017,91,91,4.5,4.5,12.0,15.6,,,,00 08 00.35,-00 18 40.9,00 08 00.35,-00 18 40.9
00080-1414,STF3065,,1878,2016,287,290,9.6,9.7,9.58,9.64,-15    3,V,,00 07 59.24,-14 13 37.0,00 07 59.24,-14 13 37.0
00080-3139,BVD  46,,1910,2017,328,329,19.7,20.4,10.9,11.83,-32   14,,,00 08 01.36,-31 38 41.8,00 08 01.36,-31 38 41.8
00081+7812,LDS1501,,1965,2015,281,282,51.0,51.3,11.71,16.5,,,,00 07 38.67,+78 12 09.6,00 07 38.67,+78 12 09.6
00081+6414,TDS1306,,2016,2016,43,43,2.1,2.1,11.6,17.8,,,,00 08 08.85,+64 13 57.1,00 08 08.85,+64 13 57.1
00081+2547,LDS3125,,1960,2015,252,253,61.0,61.8,12.46,17.58,,,,00 08 09.60,+25 47 45.3,00 08 09.60,+25 47 45.3
00081+2029,AZC   2,,1954,2015,147,147,25.6,25.8,10.09,14.2,,V,,00 08 05.45,+20 28 41.4,00 08 05.45,+20 28 41.4
00081+0040,HJ 5533,,1827,2015,73,73,26.5,26.4,10.67,11.35,-00    5,,,00 08 15.55,+00 40 27.8,00 08 15.55,+00 40 27.8
00082+6217,HJ 1936,,1904,2015,196,207,11.9,12.9,11.15,11.8,+61    4,NU,,00 08 13.19,+62 17 26.6,00 08 13.19,+62 17 26.6
00082+5933,STI   8,AB,1910,2015,35,34,8.4,9.4,12.22,12.44,,N,,00 08 14.78,+59 33 24.4,00 08 14.78,+59 33 24.4
00082+5933,STI   8,AC,1910,2015,359,356,13.8,13.8,12.22,14.24,,N,,00 08 14.78,+59 33 24.4,00 08 14.78,+59 33 24.4
00082+5933,STI   8,BC,1910,2015,314,314,8.9,8.6,12.44,14.24,,N,,00 08 15.25,+59 33 32.1,00 08 15.25,+59 33 32.1
00082+5933,STI   8,BD,1910,2015,156,160,8.4,8.5,12.44,13.59,,N,,00 08 15.25,+59 33 32.1,00 08 15.25,+59 33 32.1
00082+5913,MLB  36,,1910,2020,0,358,7.2,6.9,9.8,12.1,+58    1,,,00 08 13.21,+59 12 56.7,00 08 13.21,+59 12 56.7
00082+5340,MLR 634,,1981,2018,95,97,1.0,1.3,9.65,,+52    5,I,,00 07 57.78,+53 39 39.3,00 07 57.78,+53 39 39.3
00082+0937,LDS9085,,1958,2015,302,288,2.0,2.7,18.0,18.4,,N,,00 08 16.22,+09 37 54.2,00 08 16.22,+09 37 54.2
00082-4515,UC  323,,1998,2016,10,10,22.7,22.7,10.0,14.1,,V R,,00 08 14.37,-45 14 51.2,00 08 14.37,-45 14 51.2
00083+6201,STI   9,,1904,2015,342,345,7.8,8.7,11.6,11.9,,,,00 08 17.69,+62 01 39.6,00 08 17.69,+62 01 39.6
00083+2451,POU   3,,1898,2016,285,287,9.5,9.4,12.7,14.0,,,,00 08 24.32,+24 51 25.7,00 08 24.32,+24 51 25.7
00083+2029,BOW   3,,1894,2017,53,48,3.2,3.3,10.63,11.9,+19    5,,,00 08 20.39,+20 28 59.1,00 08 20.39,+20 28 59.1
00083+1329,GWP  17,,1949,2016,261,261,72.4,72.4,11.87,15.79,,N,,00 08 17.64,+13 29 14.7,00 08 17.64,+13 29 14.7
00083-1124,HU    2,,1899,2016,68,69,3.7,3.7,10.1,11.3,-12    2,,,00 08 18.07,-11 23 38.4,00 08 18.07,-11 23 38.4
00083-1558,TDS1307,,1991,2016,47,251,0.6,4.4,11.15,11.33,-16    7,,,00 08 18.35,-15 57 33.8,00 08 18.35,-15 57 33.8
00083-3242,RST2233,,1935,1991,213,219,0.7,1.0,8.39,11.71,-33   12,,,00 08 18.66,-32 42 03.4,00 08 18.66,-32 42 03.4
00084+4157,HDS  16,,1991,2015,271,344,1.5,1.6,8.72,12.49,+41    3,,,00 08 26.05,+41 57 28.7,00 08 26.05,+41 57 28.7
00084+2905,MKT  11,"Aa,Ab",1988,1989,257,241,0.0,0.0,2.22,4.21,+28    4,NO,,00 08 23.17,+29 05 27.0,00 08 23.17,+29 05 27.0
00084+2905,H 5  32,AB,1781,2023,259,286,55.5,92.8,2.22,11.11,+28    4,NL U,,00 08 23.17,+29 05 27.0,00 08 23.17,+29 05 27.0
00084+2905,JNN   1,AC,2008,2009,6,5,6.6,6.7,2.29,19.6,,NU K,,00 08 23.17,+29 05 27.0,00 08 23.17,+29 05 27.0
00084+1843,COU 246,"Aa,Ab",2014,2014,195,195,0.2,0.2,10.9,10.9,,,,00 08 23.08,+18 43 09.2,00 08 23.08,+18 43 09.2
00084+1843,COU 246,AB,1968,2017,254,252,1.5,1.6,10.1,10.74,+17    4,,,00 08 23.08,+18 43 09.2,00 08 23.08,+18 43 09.2
00084+1419,WAA  64,,2001,2016,314,312,1.4,1.3,17.5,18.2,,,,00 08 23.16,+14 19 21.1,00 08 23.16,+14 19 21.1
00084-0046,SLE 248,,1975,2015,156,162,14.5,14.3,11.2,11.6,,,,00 08 23.44,-00 45 53.4,00 08 23.44,-00 45 53.4
00084-0056,WAA  65,,2001,2015,37,37,3.6,3.9,20.5,21.3,,,,00 08 23.22,-00 56 29.5,00 08 23.22,-00 56 29.5
00084-2125,SKF2136,,1954,2016,222,222,7.9,8.9,8.5,17.0,-22   12,,,00 08 25.45,-21 24 31.3,00 08 25.45,-21 24 31.3
00084-4257,B  1406,,1928,2019,282,303,1.2,0.9,10.39,11.03,-43   11,,,00 08 21.13,-42 56 37.0,00 08 21.13,-42 56 37.0
00085+7830,TDS1308,,1991,2016,28,26,1.4,1.4,11.52,11.71,,,,00 08 30.93,+78 30 22.3,00 08 30.93,+78 30 22.3
00085+5701,MLB  37,,1918,2015,199,197,3.0,3.0,10.9,11.0,+56    5,,,00 08 32.09,+57 01 45.9,00 08 32.09,+57 01 45.9
00085+4002,ES 1601,,1917,2015,110,50,5.9,8.7,9.33,14.3,+39    9,,,00 08 32.86,+40 01 43.3,00 08 32.86,+40 01 43.3
00085+3456,HDS  17,,1991,2020,358,136,0.1,0.1,8.11,8.36,+34    3,NO,,00 08 28.39,+34 56 04.3,00 08 28.39,+34 56 04.3
00085+1849,LDS3126,"Aa,Ab",2015,2015,346,346,0.9,0.9,16.0,16.1,,T,,00 08 34.16,+18 49 47.2,00 08 34.16,+18 49 47.2
00085+1849,LDS3126,AB,1960,2015,108,109,11.0,11.5,16.9,17.1,,V,,00 08 34.16,+18 49 47.2,00 08 34.16,+18 49 47.2
00085+0447,HDO   1,,1868,2015,270,272,20.0,60.3,9.32,13.99,+03    4,,,00 08 28.17,+04 47 11.8,00 08 28.17,+04 47 11.8
