main_id,ra,dec,otype
[AFR2020] NGC5907 GC225,228.64045999999996,56.388622,GlC
[AFR2020] NGC5907 GC226,228.77819999999997,56.387123,GlC
[AFR2020] NGC5907 GC227,229.24327,56.3863,GlC
[AFR2020] NGC5907 GC228,229.2327,56.384679999999996,GlC
[AFR2020] NGC5907 GC229,229.22098,56.384987,GlC
[AFR2020] NGC5907 GC230,229.06158,56.37945,GlC
[AFR2020] NGC5907 GC231,228.96499999999997,56.37547,GlC
[AFR2020] NGC5907 GC232,229.21057000000002,56.37411,GlC
[AFR2020] NGC5907 GC233,229.12763999999999,56.371475,GlC
[AFR2020] NGC5907 GC234,228.99737999999996,56.369247,GlC
[AFR2020] NGC5907 GC235,228.94512999999998,56.37099,GlC
[AFR2020] NGC5907 GC236,229.05409999999998,56.36954,GlC
[AFR2020] NGC5907 GC237,228.80792,56.369335,GlC
[AFR2020] NGC5907 GC238,229.25398,56.367702,GlC
[AFR2020] NGC5907 GC239,228.6324,56.366535000000006,GlC
[AFR2020] NGC5907 GC240,228.94587999999996,56.531155,GlC
[AFR2020] NGC5907 GC241,228.66086,56.438934,GlC
[AFR2020] NGC5907 GC242,228.91411999999997,56.533012,GlC
[AFR2020] NGC5907 GC243,228.88457999999997,56.528954,GlC
[AFR2020] NGC5907 GC244,229.11655999999996,56.524994,GlC
[AFR2020] NGC5907 GC245,228.81285,56.521533999999996,GlC
[AFR2020] NGC5907 GC246,228.99553,56.523326999999995,GlC
[AFR2020] NGC5907 GC247,229.11100999999996,56.52349999999999,GlC
[AFR2020] NGC5907 GC248,229.24785,56.44472,GlC
[AFR2020] NGC5907 GC249,229.07613,56.518314,GlC
[AFR2020] NGC5907 GC250,228.90019999999998,56.51613,GlC
[AFR2020] NGC5907 GC251,229.13210999999998,56.51627700000001,GlC
[AFR2020] NGC5907 GC252,228.83501999999996,56.518784,GlC
[AFR2020] NGC5907 GC253,229.10287,56.517314999999996,GlC
[AFR2020] NGC5907 GC254,229.09779999999998,56.5175,GlC
[AFR2020] NGC5907 GC255,229.17309999999998,56.498084999999996,GlC
[AFR2020] NGC5907 GC256,229.06388999999996,56.514366,GlC
[AFR2020] NGC5907 GC257,228.88635,56.51491500000001,GlC
[AFR2020] NGC5907 GC258,229.06929,56.512733,GlC
[AFR2020] NGC5907 GC259,228.9839,56.45500599999999,GlC
[AFR2020] NGC5907 GC260,229.0948,56.45733,GlC
[AFR2020] NGC5907 GC261,228.89676999999998,56.506949999999996,GlC
[AFR2020] NGC5907 GC262,228.81807,56.507896,GlC
[AFR2020] NGC5907 GC263,229.16377,56.508293,GlC
[AFR2020] NGC5907 GC264,228.8241,56.50718700000001,GlC
[AFR2020] NGC5907 GC265,229.06490999999997,56.506626,GlC
[AFR2020] NGC5907 GC266,228.74747999999997,56.46143,GlC
[AFR2020] NGC5907 GC267,229.18036999999998,56.502655,GlC
[AFR2020] NGC5907 GC268,228.82384,56.501965000000006,GlC
[AFR2020] NGC5907 GC269,228.79959999999997,56.501274,GlC
[AFR2020] NGC5907 GC270,229.12558,56.500393,GlC
[AFR2020] NGC5907 GC271,228.76156999999998,56.500374,GlC
