WDS,Disc,Comp,Obs1,Obs2,pa1,pa2,sep1,sep2,mag1,mag2,DM,Notes,n_RAJ2000,ra,dec,_RA.icrs,_DE.icrs,framework_id,frame_hash
00013+2925,LDS5155,0,1954,2020,269,268,258.1,256.7,14.18,17.0,0,0,0,00 01 22.69,+29 25 58.2,00 01 22.69,+29 25 58.2,1793620924950855128,-1339226237427014155
00013+2427,DAM 824,0,2000,2016,286,286,2.6,2.6,13.2,14.3,0,0,0,00 01 18.47,+24 26 36.7,00 01 18.47,+24 26 36.7,-7061389909883260600,-2298611136479923826
00013+0742,DU    4,AB,1869,2021,265,264,15.3,15.2,9.48,10.64,+06 5233,NT,0,00 01 20.06,+07 42 05.9,00 01 20.06,+07 42 05.9,8599730344002507269,1853958192027542295
00013+0742,BU 9023,AC,1891,2015,350,352,160.4,168.0,9.48,13.14,0,NS,0,00 01 20.06,+07 42 05.9,00 01 20.06,+07 42 05.9,917154547981634143,5580807130686750644
00013+0742,BU 9023,CD,1891,2015,56,52,9.8,9.8,13.3,13.9,0,N,0,00 01 18.43,+07 44 51.1,00 01 18.43,+07 44 51.1,-3035916913485269669,5679029101054381767
00013+0504,UC  304,0,1955,2015,54,54,15.2,15.3,12.1,13.5,0,V R,0,00 01 18.85,+05 04 12.7,00 01 18.85,+05 04 12.7,-443138440232906772,-5063861876964049478
00013+0351,LDS5154,0,1955,2015,93,94,163.3,163.7,15.84,17.3,0,0,0,00 01 19.40,+03 51 28.0,00 01 19.40,+03 51 28.0,-3624596979981105600,5127534145678445189
00013-0658,SLW9017,0,2009,2015,105,103,2.2,2.2,18.0,18.3,0,U,0,00 01 17.42,-06 58 06.6,00 01 17.42,-06 58 06.6,1852986868519418670,1252244461325724290
00013-7012,GLI 290,AB,1851,2015,123,118,31.0,28.2,10.35,10.71,-70 3037,N,0,00 01 17.42,-70 11 11.5,00 01 17.42,-70 11 11.5,7472366398816248827,-6830256802794813878
00013-7012,BAU   1,AC,1919,2015,357,353,31.0,32.6,10.35,13.5,0,NUW,0,00 01 17.42,-70 11 11.5,00 01 17.42,-70 11 11.5,7369823319525226404,8283597012621215337
00014+6347,TDS1249,0,2016,2016,356,356,3.4,3.4,10.3,15.9,+62 2347,0,0,00 01 23.28,+63 47 06.1,00 01 23.28,+63 47 06.1,-5485155105599217863,1524479774653010989
00014+5704,TDS   1,0,1991,2015,312,319,0.8,0.9,10.89,11.14,+56 3132,0,0,00 01 25.29,+57 03 54.3,00 01 25.29,+57 03 54.3,-5347766383371790607,7519809487188921505
00014+4828,GII 112,"Aa,Ab",2014,2014,112,112,0.1,0.1,11.4,11.4,0,0,0,00 01 21.18,+48 28 23.7,00 01 21.18,+48 28 23.7,3874792994608346678,-5838529150790641695
00014+4828,COU1850,AB,1979,2017,24,4,0.6,0.7,10.62,10.7,+47 4359,0,0,00 01 21.18,+48 28 23.7,00 01 21.18,+48 28 23.7,3475814770495497835,3813949005336038350
00014+4758,TDS1250,0,1991,2019,290,289,1.0,1.1,11.72,12.67,0,0,0,00 01 22.89,+47 57 54.9,00 01 22.89,+47 57 54.9,3855957791510847828,-8056846934661105107
00014+3937,HLD  60,0,1881,2023,124,164,0.6,1.3,9.09,9.77,+38 5112,NO,0,00 01 23.67,+39 36 38.2,00 01 23.67,+39 36 38.2,6987063521125832968,8464799888098446513
00014+2719,LDS5156,0,1950,2020,301,301,10.2,10.2,16.8,17.3,0,0,0,00 01 27.47,+27 19 54.9,00 01 27.47,+27 19 54.9,3767516471298797054,8106192570662529878
00014-0920,TDS1251,0,1991,1991,106,106,0.8,0.8,12.12,12.12,0,X,0,00 01 25.33,-09 20 08.2,00 01 25.33,-09 20 08.2,5254105512626855693,6480204749128568289
00014-2602,UC  305,0,1954,2015,190,198,39.1,39.6,14.9,16.4,0,V U,0,00 01 25.52,-26 02 13.7,00 01 25.52,-26 02 13.7,6594583731429573822,-6857518359080058254
00015+4617,ES 1292,0,1913,2016,87,88,3.1,3.4,12.14,12.04,0,0,0,00 01 44.82,+46 17 09.8,00 01 44.82,+46 17 09.8,-1637271819676811280,3684907708984530419
00015+3044,HO  208,0,1884,2017,236,185,0.7,1.1,8.2,9.81,+29 5046,O,0,00 01 29.19,+30 44 08.7,00 01 29.19,+30 44 08.7,-9133661843302099663,5723221764017247725
00015-6203,B   628,0,1927,2016,207,207,2.8,3.0,10.01,14.0,-62 6464,0,0,00 01 29.24,-62 02 44.8,00 01 29.24,-62 02 44.8,1371418763117939474,-72270840252580153
00016+6437,MLR  79,AB,1953,2023,290,243,1.7,2.3,10.2,13.7,0,N,0,00 01 34.88,+64 37 24.1,00 01 34.88,+64 37 24.1,4277975969782051320,-1704002169552197813
00016+6437,SS    1,AC,1953,2015,265,266,9.6,7.4,10.2,15.4,0,N,0,00 01 34.88,+64 37 24.1,00 01 34.88,+64 37 24.1,3222666654028412217,5575757149291813473
00016+6437,SS    1,AD,1953,2015,223,224,13.8,12.9,10.2,13.8,0,N,0,00 01 34.88,+64 37 24.1,00 01 34.88,+64 37 24.1,-9085422939454977659,4134755827545111460
00016+6437,SS    1,AE,1953,2015,135,133,17.6,17.9,10.2,14.3,0,N,0,00 01 34.88,+64 37 24.1,00 01 34.88,+64 37 24.1,-3590922892712520931,-2438806867843831643
00016+6107,STI1253,0,1913,2015,145,150,7.7,6.8,11.9,13.7,0,0,0,00 01 33.41,+61 07 02.1,00 01 33.41,+61 07 02.1,-3745285908053612160,6096140048595597330
00016+3714,ES 2444,0,1930,2018,256,249,6.8,9.5,12.29,12.34,0,N,0,00 01 37.71,+37 14 43.7,00 01 37.71,+37 14 43.7,8508567771703184121,-6132487817395059276
00016+1658,J   215,0,1910,2016,36,37,1.9,3.1,10.54,13.4,+16 5029,0,0,00 01 39.01,+16 58 39.6,00 01 39.01,+16 58 39.6,831361808408273585,3128955382503836336
00016-0045,SHN  45,0,1997,1997,-1,-1,0.2,0.2,13.3,15.0,0,0,0,00 01 37.21,-00 44 21.0,00 01 37.21,-00 44 21.0,8342293515601211899,-6265917620943251042
00016-0102,WIS   1,0,1998,2016,234,234,999.9,999.9,15.9,17.0,0,V R,0,00 01 36.89,-01 01 36.8,00 01 36.89,-01 01 36.8,8828546198484848045,5010194772941245146
00016-8019,NSN 161,0,2015,2016,207,207,2.6,2.6,13.41,14.85,0,T,0,00 01 37.80,-80 19 21.2,00 01 37.80,-80 19 21.2,-5261745797665595187,-8789990224948086847
00017+7337,DRS  25,0,2008,2008,81,81,1.0,1.0,6.06,9.58,+72 1135,K,0,00 01 39.46,+73 36 42.6,00 01 39.46,+73 36 42.6,-5517066202208462805,-1462629671710708579
00017+6309,MLB 241,AB,1921,2016,304,276,2.8,7.3,9.6,11.8,+62 2349,W,0,00 01 44.60,+63 10 05.1,00 01 44.60,+63 10 05.1,4548925158930415387,8489465471464494618
00017+6309,BKO   1,AC,1999,2015,307,307,50.5,51.1,9.4,12.19,0,W,0,00 01 44.60,+63 10 05.1,00 01 44.60,+63 10 05.1,4131610566461753116,1030295274925706230
00017+6041,STI1254,0,1913,2015,48,51,12.7,12.2,11.9,13.1,0,0,0,00 01 44.71,+60 41 53.9,00 01 44.71,+60 41 53.9,-706466828703371860,-3724231515438722372
00017+5905,TDS1252,"Aa,Ab",1991,2016,63,61,0.9,0.8,10.9,11.97,0,T,0,00 01 44.48,+59 05 27.1,00 01 44.48,+59 05 27.1,6186633442088029442,8687535809622103340
00017+5905,STI3083,AB,1910,2015,241,243,9.5,9.9,10.89,13.0,0,0,0,00 01 44.48,+59 05 27.1,00 01 44.48,+59 05 27.1,-646609469048008393,-513757140058602929
00017+4805,CON  47,0,2004,2004,97,97,1.0,1.0,10.8,11.8,0,K,0,00 01 43.25,+48 05 19.0,00 01 43.25,+48 05 19.0,-3674311860503000939,-9005228651943554561
00017+2647,MLB 732,0,1931,2016,326,318,3.0,4.0,10.0,11.5,0,0,0,00 01 45.25,+26 47 01.9,00 01 45.25,+26 47 01.9,-5269465173915591815,8715935728024161757
00017+2515,SLN   1,0,2004,2016,198,198,2.2,2.1,18.16,19.01,0,V R,0,00 01 42.84,+25 15 06.1,00 01 42.84,+25 15 06.1,3888354684538188545,-4538195947412206469
00017+0147,GRV   1,0,1909,2016,350,350,72.8,73.3,11.33,11.84,0,V,0,00 01 42.43,+01 47 12.9,00 01 42.43,+01 47 12.9,-8356038795056392455,5418991831031143515
00017-0911,RST4737,0,1938,2016,109,105,0.9,0.8,10.51,11.05,-09 6306,0,0,00 01 40.89,-09 10 44.5,00 01 40.89,-09 10 44.5,-1090851544628366933,2756831349739968113
00017-2348,TDS1253,0,2016,2016,125,125,2.4,2.4,10.3,18.3,-2417949,0,0,00 01 41.12,-23 47 47.3,00 01 41.12,-23 47 47.3,-5145638763695321497,-3405514890091598215
00018+8003,LOC 127,0,2015,2016,17,17,1.6,1.6,11.6,16.9,0,T,0,00 01 49.92,+80 03 01.8,00 01 49.92,+80 03 01.8,-6543146776439354053,-8641101929916402358
00018+6437,HU  798,0,1904,2023,290,299,1.6,1.7,10.14,11.34,+63 2093,0,0,00 01 50.45,+64 37 29.3,00 01 50.45,+64 37 29.3,2458859011384121698,-3221002987486201742
00018+6014,TDS1254,0,1991,2015,221,234,0.7,1.0,11.63,12.0,0,0,0,00 01 49.72,+60 13 51.6,00 01 49.72,+60 13 51.6,-7488980723711487425,6695879725142051205
00018+1457,SKF1063,0,2000,2015,31,30,1.4,1.3,18.2,19.8,0,0,0,00 01 48.89,+14 57 28.8,00 01 48.89,+14 57 28.8,-3660457274030075473,202324077830342110
00018+3504,KPP 949,0,1991,2024,335,335,7.6,7.8,13.2,14.7,0,T,0,00 01 46.74,+35 04 24.9,00 01 46.74,+35 04 24.9,8593625671578424373,-5109413824317511301
00018+1055,SLW9019,0,2000,2015,344,344,7.9,7.8,15.0,17.3,0,0,0,00 01 47.07,+10 55 23.4,00 01 47.07,+10 55 23.4,5115318260605671032,3459468337640445092
00018-0322,LDS9083,0,1954,2015,331,336,9.4,8.6,18.5,19.1,0,NU,0,00 01 46.32,-03 23 33.1,00 01 46.32,-03 23 33.1,7519556860336915579,3172062483494681398
00018-1912,HJ 3232,0,1830,2016,346,340,12.0,14.1,10.44,12.9,-20 6695,0,0,00 01 47.06,-19 11 39.2,00 01 47.06,-19 11 39.2,6512578717282376959,5894361401675002132
00018-2548,B   630,0,1925,1962,26,348,0.2,0.2,9.8,10.2,-2616876,N,0,00 01 49.40,-25 47 54.5,00 01 49.40,-25 47 54.5,1043623407452749108,3515405073173741062
00018-3613,B   629,0,1925,2016,189,185,1.5,1.8,9.65,11.39,-3616140,T,0,00 01 47.12,-36 12 54.8,00 01 47.12,-36 12 54.8,181031359590463256,2851744789483982963
00018-5715,HJ 5438,0,1834,2016,323,322,4.0,11.1,10.99,14.7,-5710404,0,0,00 01 47.80,-57 14 31.3,00 01 47.80,-57 14 31.3,38917497599973483,-1073046478635388796
00019+6319,BU  482,AB,1877,2018,343,343,4.1,4.4,9.8,10.9,+62 2350,0,0,00 01 52.47,+63 18 59.0,00 01 52.47,+63 18 59.0,-8612391256244852054,-7416882853108973189
00019+6319,BU  482,AC,1880,2015,126,125,9.5,10.4,9.8,11.0,0,0,0,00 01 52.47,+63 18 59.0,00 01 52.47,+63 18 59.0,-2784560409831603995,-5155891342492130593
00019+5257,TDS1255,0,1991,1991,52,52,0.6,0.6,11.4,11.94,0,X,0,00 01 54.03,+52 57 14.6,00 01 54.03,+52 57 14.6,-7353456666790637685,-4034683486327654180
00019-0943,SLW9011,0,1998,2016,236,237,4.6,4.6,17.5,18.7,0,V,0,00 01 54.70,-09 42 57.7,00 01 54.70,-09 42 57.7,-2890553913741533866,-1209447211949530969
00019-0952,LDS5157,0,1960,2016,72,71,2.0,2.8,15.1,16.5,0,NV,0,00 01 56.00,-09 51 46.7,00 01 56.00,-09 51 46.7,-2316212404360728494,7037635256396794907
00019-4137,I  1060,0,1910,2023,310,40,0.9,0.7,7.95,10.77,-4216567,0,0,00 01 56.30,-41 36 49.5,00 01 56.30,-41 36 49.5,5946859452836189183,-2295469827465875922
00019-4836,B  1405,0,1930,2015,238,237,4.8,5.0,11.27,13.3,-4914320,0,0,00 01 52.77,-48 35 12.8,00 01 52.77,-48 35 12.8,-4934200511301981056,2085490242430620825
00020+6057,ES 1933,0,1921,2015,350,348,2.2,2.7,10.9,11.0,+60 2659,0,0,00 02 06.41,+60 56 29.2,00 02 06.41,+60 56 29.2,7742366509965521228,-3422108030700158731
00020+4530,J   864,AB,1893,2015,52,54,3.8,4.5,11.06,11.75,0,N,0,00 02 01.68,+45 31 19.7,00 02 01.68,+45 31 19.7,3882804538565146087,-3104655696811725071
00020+4530,J   864,AC,1912,2015,359,8,13.6,18.0,11.06,14.37,0,NU,0,00 02 01.68,+45 31 19.7,00 02 01.68,+45 31 19.7,4881708139495394667,4292682613980047509
00020+2347,TVB   2,0,1893,2019,292,291,27.8,28.3,8.98,9.63,+22 4943,V,0,00 02 01.73,+23 46 51.0,00 02 01.73,+23 46 51.0,2171717905670133917,7911412675175771463
00020+1720,TDS1256,0,1991,1991,242,242,0.4,0.4,10.95,11.15,+16 5030,X,0,00 01 58.58,+17 19 57.1,00 01 58.58,+17 19 57.1,-8062436767482627640,-5714084078049751864
00020+1628,KPP4403,0,2008,2016,144,144,1.5,1.6,13.5,13.9,0,T,0,00 01 59.63,+16 27 45.6,00 01 59.63,+16 27 45.6,7150035636448298631,-6429506106882858419
00020-0719,SLW9020,0,1998,2016,81,82,5.7,5.7,15.3,15.4,0,V,0,00 01 59.54,-07 19 14.5,00 01 59.54,-07 19 14.5,-1175812649602436411,1097867902959162371
00021+7606,TDS1257,0,1991,1991,281,281,0.6,0.6,11.61,11.86,0,X,0,00 02 04.64,+76 05 37.5,00 02 04.64,+76 05 37.5,-1858328508351376286,-85507496490285414
00021+5820,STI3085,0,1910,2015,114,117,9.0,8.6,12.3,12.4,0,0,0,00 02 05.47,+58 20 45.3,00 02 05.47,+58 20 45.3,3305923859110538133,6119631392599124478
00021+5556,TDS1258,0,1991,2018,245,246,0.8,0.7,10.83,10.88,+55 3070,0,0,00 02 06.55,+55 55 30.6,00 02 06.55,+55 55 30.6,-1784314549599910352,-9076800824019276614
00021+4325,TDS1259,0,1991,2016,74,28,0.6,3.9,11.66,11.75,0,0,0,00 02 08.45,+43 25 14.0,00 02 08.45,+43 25 14.0,3460568445270904682,8103374001657463457
00021+3100,LTL  17,0,2021,2021,245,245,0.8,0.8,11.2,14.8,0,0,0,00 02 08.12,+30 59 46.0,00 02 08.12,+30 59 46.0,3612966617263693860,-4854853718313861735
00021+3057,LDS5158,0,1954,2015,35,39,36.1,35.6,15.92,16.62,0,U,0,00 02 11.02,+30 57 26.4,00 02 11.02,+30 57 26.4,-2356652103259373246,3653617618765472249
00021+2929,SLW   1,0,1952,2016,192,192,16.6,16.8,16.8,19.4,0,V R,0,00 02 03.74,+29 28 30.5,00 02 03.74,+29 28 30.5,1665645762569576091,-3017883143041978208
00021+1454,WAA  54,0,2004,2016,73,72,0.7,0.8,18.6,19.6,0,0,0,00 02 04.86,+14 53 52.6,00 02 04.86,+14 53 52.6,2106629105384474878,-8767997976819005589
00021+0408,KPP3126,0,2015,2016,62,62,1.9,1.9,14.72,14.8,0,T,0,00 02 03.76,+04 08 12.7,00 02 03.76,+04 08 12.7,8364037351102245245,-3240961889788281200
00021-3535,TDS1260,0,1991,1991,351,351,0.5,0.5,11.73,11.96,-3616142,X,0,00 02 03.50,-35 35 02.4,00 02 03.50,-35 35 02.4,-4829964530131563194,4054896359510349012
00021-3656,TDS1261,0,1991,1991,279,279,0.5,0.5,11.32,11.48,-3715471,X,0,00 02 04.70,-36 56 27.4,00 02 04.70,-36 56 27.4,-9141784326700858651,1747330553984224293
00021-6817,I   699,AB,1907,2015,85,131,1.0,4.2,9.71,10.56,-68 3594,O,0,00 02 08.72,-68 16 50.6,00 02 08.72,-68 16 50.6,1672709980173039876,-6397839503015088299
00021-6817,BAU   2,AC,1993,2016,59,50,47.2,46.0,9.71,15.22,0,0,0,00 02 08.72,-68 16 50.6,00 02 08.72,-68 16 50.6,5862106041672311763,-7279348050352201209
00022+5958,BU 1337,AB,1898,2015,249,248,12.2,12.9,8.96,11.65,+59 2815,N W,0,00 02 12.40,+59 57 55.2,00 02 12.40,+59 57 55.2,3747211726729837734,1798600593829763854
00022+5946,HAU   7,0,1961,2015,105,105,10.9,11.3,12.4,13.6,0,0,0,00 02 12.48,+59 47 56.9,00 02 12.48,+59 47 56.9,-7221440538370870617,-3556183744095532484
00022+5716,FOX  52,0,1912,2021,136,135,2.2,2.3,10.42,10.94,+56 3133,V,0,00 02 10.87,+57 15 25.1,00 02 10.87,+57 15 25.1,-5355515213776284833,2920169482924513447
00022+3829,COU 945,0,1972,2016,107,104,2.0,2.2,9.86,11.94,+37 4922,0,0,00 02 15.51,+38 29 18.0,00 02 15.51,+38 29 18.0,3760576635852252968,-7762104362598089997
00022+3622,UC  306,0,1954,2015,78,79,46.8,46.4,11.71,15.53,0,V U,0,00 02 11.10,+36 21 55.8,00 02 11.10,+36 21 55.8,4401332832544496889,6498437721049636460
00022+2705,BU  733,AB,1878,2018,274,106,0.7,0.7,5.83,8.9,+26 4734,NO,0,00 02 10.18,+27 04 55.6,00 02 10.18,+27 04 55.6,7011985076695864148,-2718596894235107053
00022+2705,BU  733,AC,1852,2013,114,324,32.8,177.5,5.83,9.88,+26 4735,NL U,0,00 02 10.18,+27 04 55.6,00 02 10.18,+27 04 55.6,-1767520660695104820,1589476256925958810
00022+2705,BU  733,AD,1878,1998,277,307,61.7,206.4,5.83,14.2,0,NL U,0,00 02 10.18,+27 04 55.6,00 02 10.18,+27 04 55.6,-2968916954736035872,1921311674863289408
00022+2705,HSW   1,AE,1993,1998,310,309,93.6,100.9,5.83,15.67,0,NU,0,00 02 10.18,+27 04 55.6,00 02 10.18,+27 04 55.6,-2941892765107997591,-3655863302345204904
00022-2052,YSC 168,0,2011,2019,40,47,0.1,0.1,10.2,10.6,-21 6517,0,0,00 02 09.04,-20 52 17.9,00 02 09.04,-20 52 17.9,135719202299709881,8581207667442010086
00022-2255,TDS1262,0,1991,1991,254,254,0.5,0.5,11.35,11.53,-2318123,X,0,00 02 11.07,-22 55 22.6,00 02 11.07,-22 55 22.6,6343436656866206435,2126747094439369052
00022-7715,NSN 168,0,1998,2016,96,107,4.4,4.8,10.81,17.29,0,T,0,00 02 09.39,-77 15 06.9,00 02 09.39,-77 15 06.9,-5549142257751182082,8624372429886989666
00023+6225,STI1257,0,1913,2015,306,300,10.5,10.4,12.03,13.5,0,0,0,00 02 17.74,+62 25 28.0,00 02 17.74,+62 25 28.0,-5509811245556887590,-4861706864220629240
00023+5525,KPP4404,0,2012,2015,15,23,4.1,3.7,9.8,13.4,0,T,0,00 02 19.39,+55 25 08.8,00 02 19.39,+55 25 08.8,3729326641739012766,7588093456084160051
00023+4108,TDS1263,0,1991,1991,261,261,0.8,0.8,11.21,11.45,0,X,0,00 02 15.02,+41 08 13.5,00 02 15.02,+41 08 13.5,-5165359626682444385,-5954731022362668116
00023+3257,HO  209,"Aa,Ab",2015,2015,29,31,0.3,0.4,9.07,0.0,+32 4755,0,0,00 02 19.30,+32 57 24.7,00 02 19.30,+32 57 24.7,8833578158500349569,-1942791350533929064
00023+3257,HO  209,AB,1884,2021,359,347,1.3,1.4,9.07,10.54,+32 4755,0,0,00 02 19.30,+32 57 24.7,00 02 19.30,+32 57 24.7,59505721256241629,-4087158473370760925
00023+3257,HO  209,AC,1884,2016,139,140,19.5,12.5,9.07,13.0,0,0,0,00 02 19.30,+32 57 24.7,00 02 19.30,+32 57 24.7,8857341078786192147,110896097873959083
00023+1609,BPM   1,0,1954,2015,187,185,30.6,30.7,15.15,15.68,0,NU,0,00 02 20.00,+16 08 46.9,00 02 20.00,+16 08 46.9,5639387291468307841,-8508289105915725018
00023+0732,LDS9084,0,1955,2016,128,128,15.2,15.1,17.8,18.0,0,NV,0,00 02 15.38,+07 33 59.6,00 02 15.38,+07 33 59.6,874194140411671947,188595966860395313
00023-1042,RST4138,0,1937,2016,335,336,1.0,1.1,11.17,11.99,-11 6183,0,0,00 02 17.51,-10 42 29.1,00 02 17.51,-10 42 29.1,-4984732271448556694,2778002216385634263
00023-1324,GAA  22,"Aa,Ab",2020,2021,224,46,0.0,0.0,5.8,7.7,-14 6603,OWK,0,00 02 16.68,-13 24 26.8,00 02 16.68,-13 24 26.8,1469117463163222930,-1190404696081087684
00023-2708,HJ 5440,AB,1834,2016,285,288,3.6,2.9,8.61,9.01,-2716522,W,0,00 02 16.27,-27 08 06.3,00 02 16.27,-27 08 06.3,-7741349517535178657,8753929834176901125
00023-2943,B   631,0,1925,1927,306,330,2.0,3.0,5.0,13.0,-3019790,NX,0,00 02 19.91,-29 43 13.6,00 02 19.91,-29 43 13.6,866978549754729877,-1020680013738058984
00023-3632,TDS1264,0,1991,1991,274,274,0.5,0.5,11.45,11.59,-3715474,X,0,00 02 18.40,-36 31 56.1,00 02 18.40,-36 31 56.1,-6954529216558237596,-3408552945950746663
00023-4223,CBL 557,0,2000,2015,222,222,11.8,11.8,16.0,17.7,0,V,0,00 02 16.53,-42 22 45.9,00 02 16.53,-42 22 45.9,-2597807468081333527,-4452756331336828544
00023-7238,HJ 5439,0,1835,2016,87,79,4.5,9.5,9.93,12.2,-73 2342,0,0,00 02 15.86,-72 37 45.8,00 02 15.86,-72 37 45.8,-5588054345736849653,-4246065659528953986
00024+5030,COU2350,0,1985,2018,118,116,0.4,0.5,7.68,9.19,+49 4314,0,0,00 02 22.00,+50 29 59.4,00 02 22.00,+50 29 59.4,-1373719751611860466,168757401857882072
00024+2518,POU5883,AB,1898,2016,320,320,3.4,3.7,12.6,13.2,0,0,0,00 02 27.74,+25 18 28.2,00 02 27.74,+25 18 28.2,5061694048199963043,-9006316910270899765
00024+2518,POU5883,AC,2013,2013,196,196,10.2,10.2,12.6,14.4,0,0,0,00 02 27.74,+25 18 28.2,00 02 27.74,+25 18 28.2,-3223338559372992837,929973636327327594
00024+1429,GWP   4,0,1949,2016,144,144,20.1,20.2,10.8,15.4,0,N,0,00 02 26.00,+14 29 11.8,00 02 26.00,+14 29 11.8,134592342223214224,1912827166550369361
00024+1100,KPP4405,0,2000,2016,103,103,3.9,4.7,9.1,13.4,0,T,0,00 02 21.54,+11 00 22.5,00 02 21.54,+11 00 22.5,2802745656701064479,8198802720468917467
00024+1047,A  1249,AB,1905,2017,240,246,0.3,0.3,9.91,9.37,+09 5314,NO Z,0,00 02 25.33,+10 46 35.9,00 02 25.33,+10 46 35.9,-8311823683130950685,4686520842024740371
00024+1047,BGH   1,"AB,C",1900,2016,301,301,63.7,63.4,8.8,8.55,+09 5313,NV,0,00 02 25.33,+10 46 35.9,00 02 25.33,+10 46 35.9,4796394264839317951,-3959247586595877342
00024+0114,SKF1597,0,2001,2015,33,34,2.5,3.0,20.2,21.3,0,0,0,00 02 25.51,+01 13 37.6,00 02 25.51,+01 13 37.6,7835344993501172611,8171209955837008557
00024-2428,LDS2073,0,1952,2015,32,40,11.0,14.0,14.5,17.7,0,U,0,00 02 24.84,-24 26 29.0,00 02 24.84,-24 26 29.0,-2977487807683295510,1879542395521009101
00024-3657,UC  307,0,1998,2015,223,223,76.5,76.5,10.12,14.74,0,V,0,00 02 24.90,-36 56 55.3,00 02 24.90,-36 56 55.3,-1679951900223022355,-2548187757024581813
00025+6100,TDS   2,0,1991,2016,200,193,1.1,1.0,10.59,11.5,0,0,0,00 02 28.09,+61 00 11.1,00 02 28.09,+61 00 11.1,-1653156953482953367,-6226904730580471665
00025+0440,GKM9001,AC,2021,2021,197,197,1.1,1.1,12.4,12.6,0,WR,0,00 02 27.33,+04 40 06.7,00 02 27.33,+04 40 06.7,-1498813696144966130,-1951316617746005453
00025+0003,WAA  55,AB,2002,2016,208,197,1.4,1.4,18.3,20.7,0,U,0,00 02 28.66,+00 02 35.9,00 02 28.66,+00 02 35.9,-1332014356211782508,-1627794770384749457
00025+0003,WAA  55,AC,2002,2002,189,190,4.1,4.1,18.3,22.8,0,0,0,00 02 28.66,+00 02 35.9,00 02 28.66,+00 02 35.9,989001281687972116,-644386970804863715
00025-0826,LDS5255,0,1960,2015,39,41,88.0,110.7,12.41,15.37,0,N,0,00 02 32.68,-08 26 17.9,00 02 32.68,-08 26 17.9,-5296579706221793922,-2347667239133214719
00025-3956,TDS1265,0,1991,1991,156,156,0.8,0.8,11.88,12.73,-4015314,X,0,00 02 32.73,-39 55 55.6,00 02 32.73,-39 55 55.6,6774598031703390329,1733381809059191871
00025-5654,B  1022,0,1927,2016,128,127,2.9,3.0,10.11,12.9,-5710407,T,0,00 02 29.53,-56 53 49.6,00 02 29.53,-56 53 49.6,-1099142971581516269,-5035633109669509599
00026+6606,STF3053,AB,1828,2018,69,70,18.0,15.2,5.96,7.17,+65 1987,N,0,00 02 36.08,+66 05 56.3,00 02 36.08,+66 05 56.3,7200573551786666300,562596992518307212
00026+6606,STF3053,AC,1893,2012,290,291,97.6,98.5,5.96,10.99,0,N,0,00 02 36.08,+66 05 56.3,00 02 36.08,+66 05 56.3,2637198772027114406,-939698364464762038
00026+6158,STI1258,0,1913,2015,81,85,12.1,12.2,11.1,12.6,0,0,0,00 02 37.98,+61 58 16.6,00 02 37.98,+61 58 16.6,-4569556353715434218,8350675614968871338
00026+5942,MLB 106,AB,1911,2022,49,42,2.8,2.2,11.36,11.6,0,I,0,00 02 40.59,+59 41 49.3,00 02 40.59,+59 41 49.3,-1193620303658382919,-6995120496915336143
00026+5942,WAK   8,CD,1970,2015,246,246,6.4,6.5,12.0,12.2,0,0,0,00 02 36.56,+59 40 08.0,00 02 36.56,+59 40 08.0,432480193218969685,-4456452829429377830
00026+5534,A  1499,0,1906,2016,208,209,1.0,1.6,8.41,9.97,+54 3101,0,0,00 02 35.44,+55 34 20.3,00 02 35.44,+55 34 20.3,3697219850146358548,5668106455475002886
00026+4221,GRV   2,0,1893,2016,114,113,25.1,24.8,10.93,12.21,0,0,0,00 02 38.53,+42 21 35.4,00 02 38.53,+42 21 35.4,-2797109761746892177,-3325949941425150214
00026+1841,HDS   2,"Aa,Ab",1991,2023,165,239,0.2,0.1,8.49,10.62,+17 5027,NO,0,00 02 33.44,+18 41 00.1,00 02 33.44,+18 41 00.1,-8259343188751019371,-3724040126351393467
00026+1841,HDS   2,AB,2011,2018,337,151,2.0,2.1,8.4,10.5,+17 5027,N,0,00 02 33.44,+18 41 00.1,00 02 33.44,+18 41 00.1,-4687539959235039065,8744414126126095462
00026+1841,SHY 378,AC,1991,2016,3,3,550.1,549.9,8.26,8.61,+17 5027,NV,0,00 02 33.44,+18 41 00.1,00 02 33.44,+18 41 00.1,-6755946791609195865,-4615488746763460422
00026+0725,SLW9021,0,2000,2015,315,318,8.2,8.3,16.3,17.1,0,U,0,00 02 36.29,+07 24 51.4,00 02 36.29,+07 24 51.4,-4641883319910735476,1621626370846799450
00026-0829,A   428,0,1902,2022,111,274,0.2,0.1,9.82,10.07,-09 6310,O,0,00 02 38.92,-08 29 16.6,00 02 38.92,-08 29 16.6,6138233155450585615,-6956923443935962937
00026-4645,LIT   1,0,2000,2016,136,138,8.1,8.5,16.5,20.4,0,V,0,00 02 35.66,-46 44 52.0,00 02 35.66,-46 44 52.0,1017600437803423149,7394447619872977214
00027+5958,ARG  47,0,1892,2016,289,293,10.1,9.7,9.49,10.28,+59 2819,0,0,00 02 44.95,+59 57 35.9,00 02 44.95,+59 57 35.9,-4019675818846618309,-6819979807237454538
