r_kpc,v_obs,v_obs_err,v_gas,v_disk,v_bulge,sb_disk,sb_bulge,galaxy,source_type,dist,inc,lum,type
4.22,83.0,6.28,5.43,44.37,0.0,21.2,0.0,F574-1,LTG,,,,
5.17,86.8,4.4,7.8,46.69,0.0,16.81,0.0,F574-1,LTG,,,,
6.11,89.4,4.4,10.44,48.85,0.0,13.72,0.0,F574-1,LTG,,,,
7.05,92.5,4.4,13.15,49.34,0.0,10.54,0.0,F574-1,LTG,,,,
7.99,94.7,4.4,16.07,50.15,0.0,8.66,0.0,F574-1,LTG,,,,
8.92,96.3,4.4,18.98,49.17,0.0,6.85,0.0,F574-1,LTG,,,,
9.87,97.8,4.4,21.99,49.76,0.0,6.33,0.0,F574-1,LTG,,,,
10.79,98.8,4.62,25.0,50.33,0.0,5.29,0.0,F574-1,LTG,,,,
11.8,99.5,4.4,27.82,50.68,0.0,4.09,0.0,F574-1,LTG,,,,
12.6,99.7,5.14,30.02,50.19,0.0,3.23,0.0,F574-1,LTG,,,,
2.17,12.6,10.0,-8.64,21.61,0.0,19.17,0.0,F574-2,LTG,,,,
4.32,23.0,10.0,-7.74,27.24,0.0,9.84,0.0,F574-2,LTG,,,,
6.49,30.0,8.0,15.6,34.0,0.0,6.78,0.0,F574-2,LTG,,,,
8.65,36.0,8.0,23.65,34.44,0.0,4.16,0.0,F574-2,LTG,,,,
10.83,40.0,8.0,28.17,36.32,0.0,2.72,0.0,F574-2,LTG,,,,
0.42,35.7,9.1,-1.7,15.39,0.0,166.94,0.0,F579-V1,LTG,,,,
1.47,83.3,9.3,-4.3,40.7,0.0,105.56,0.0,F579-V1,LTG,,,,
2.11,94.2,10.4,-3.8,48.7,0.0,77.92,0.0,F579-V1,LTG,,,,
2.84,97.6,9.1,-0.8,53.6,0.0,57.77,0.0,F579-V1,LTG,,,,
3.9,101.0,9.1,5.9,57.61,0.0,47.14,0.0,F579-V1,LTG,,,,
4.74,105.0,16.7,10.47,63.1,0.0,41.35,0.0,F579-V1,LTG,,,,
5.69,106.0,9.1,13.24,67.96,0.0,32.17,0.0,F579-V1,LTG,,,,
6.32,108.0,11.5,14.88,69.85,0.0,27.41,0.0,F579-V1,LTG,,,,
7.37,110.0,23.0,17.96,72.36,0.0,20.81,0.0,F579-V1,LTG,,,,
8.21,112.0,19.7,20.83,72.55,0.0,16.56,0.0,F579-V1,LTG,,,,
9.16,113.0,9.1,23.19,73.73,0.0,13.22,0.0,F579-V1,LTG,,,,
10.85,114.0,9.1,26.37,73.37,0.0,7.53,0.0,F579-V1,LTG,,,,
12.21,114.0,9.1,28.32,69.96,0.0,4.36,0.0,F579-V1,LTG,,,,
15.16,114.0,11.2,33.04,63.57,0.0,1.75,0.0,F579-V1,LTG,,,,
0.26,14.6,13.0,-0.5,5.06,0.0,34.28,0.0,F583-1,LTG,,,,
0.44,10.0,7.0,-0.86,8.17,0.0,31.74,0.0,F583-1,LTG,,,,
0.77,10.7,7.13,-1.55,13.14,0.0,26.03,0.0,F583-1,LTG,,,,
0.89,17.4,9.6,-1.78,14.55,0.0,23.16,0.0,F583-1,LTG,,,,
1.22,23.5,11.2,-2.43,17.29,0.0,17.48,0.0,F583-1,LTG,,,,
1.55,31.0,5.2,-2.98,18.37,0.0,11.3,0.0,F583-1,LTG,,,,
1.8,32.3,2.41,-3.18,18.25,0.0,10.51,0.0,F583-1,LTG,,,,
2.21,40.9,5.9,-3.53,19.06,0.0,10.14,0.0,F583-1,LTG,,,,
2.31,43.8,4.26,-3.66,19.39,0.0,9.91,0.0,F583-1,LTG,,,,
2.54,44.8,4.5,-4.08,20.16,0.0,9.2,0.0,F583-1,LTG,,,,
3.1,51.7,12.7,-5.16,22.16,0.0,8.56,0.0,F583-1,LTG,,,,
3.43,55.7,4.5,-4.94,23.71,0.0,7.6,0.0,F583-1,LTG,,,,
3.86,59.4,9.85,-3.07,24.94,0.0,6.05,0.0,F583-1,LTG,,,,
4.09,62.0,4.5,1.31,25.34,0.0,5.43,0.0,F583-1,LTG,,,,
4.37,63.0,3.2,4.42,25.74,0.0,4.75,0.0,F583-1,LTG,,,,
4.76,66.6,6.9,7.13,26.09,0.0,3.9,0.0,F583-1,LTG,,,,
5.4,71.3,2.95,11.25,26.17,0.0,2.77,0.0,F583-1,LTG,,,,
5.86,72.3,15.5,13.88,25.92,0.0,2.15,0.0,F583-1,LTG,,,,
6.08,73.4,6.0,14.94,25.73,0.0,1.92,0.0,F583-1,LTG,,,,
6.43,72.4,5.81,16.72,25.39,0.0,1.61,0.0,F583-1,LTG,,,,
6.97,77.1,12.1,19.67,24.74,0.0,1.25,0.0,F583-1,LTG,,,,
7.96,80.3,13.5,24.09,23.76,0.0,0.92,0.0,F583-1,LTG,,,,
10.29,84.7,6.0,31.66,22.09,0.0,0.37,0.0,F583-1,LTG,,,,
15.49,86.9,5.6,39.34,17.78,0.0,0.0,0.0,F583-1,LTG,,,,
16.26,85.8,8.6,39.55,17.09,0.0,0.0,0.0,F583-1,LTG,,,,
0.22,10.7,4.9,0.47,5.59,0.0,69.18,0.0,F583-4,LTG,,,,
0.76,24.7,4.9,1.87,17.63,0.0,60.07,0.0,F583-4,LTG,,,,
1.31,38.9,4.9,3.27,26.64,0.0,42.04,0.0,F583-4,LTG,,,,
1.94,42.7,7.89,4.87,32.27,0.0,31.07,0.0,F583-4,LTG,,,,
3.92,55.0,4.9,8.5,38.26,0.0,9.64,0.0,F583-4,LTG,,,,
4.35,57.2,4.9,9.17,38.43,0.0,8.68,0.0,F583-4,LTG,,,,
5.0,59.8,4.9,10.3,39.09,0.0,6.38,0.0,F583-4,LTG,,,,
5.05,62.5,3.43,10.4,39.06,0.0,6.2,0.0,F583-4,LTG,,,,
5.83,61.8,3.98,12.1,38.38,0.0,3.7,0.0,F583-4,LTG,,,,
6.09,64.4,4.9,12.72,38.13,0.0,3.52,0.0,F583-4,LTG,,,,
6.74,67.2,4.9,14.18,39.23,0.0,2.89,0.0,F583-4,LTG,,,,
7.29,69.9,4.9,15.33,36.96,0.0,0.0,0.0,F583-4,LTG,,,,
0.85,10.3,0.2,0.0,9.59,0.0,16.75,0.0,IC2574,LTG,,,,
1.14,12.9,2.7,0.0,11.99,0.0,14.92,0.0,IC2574,LTG,,,,
1.42,16.4,1.8,0.94,13.83,0.0,13.07,0.0,IC2574,LTG,,,,
1.71,18.6,2.1,3.44,15.27,0.0,11.58,0.0,IC2574,LTG,,,,
1.99,19.8,2.0,5.14,16.76,0.0,10.8,0.0,IC2574,LTG,,,,
2.28,26.1,0.6,5.82,17.77,0.0,9.24,0.0,IC2574,LTG,,,,
2.55,27.7,2.7,6.87,18.7,0.0,8.42,0.0,IC2574,LTG,,,,
2.84,29.7,2.6,7.58,19.36,0.0,7.37,0.0,IC2574,LTG,,,,
3.13,33.0,3.4,8.21,19.89,0.0,6.93,0.0,IC2574,LTG,,,,
3.41,34.8,1.2,8.78,20.19,0.0,5.88,0.0,IC2574,LTG,,,,
3.7,35.0,0.9,8.64,20.15,0.0,5.69,0.0,IC2574,LTG,,,,
3.98,39.0,10.2,7.98,20.39,0.0,5.87,0.0,IC2574,LTG,,,,
4.26,35.9,5.4,7.97,21.28,0.0,6.08,0.0,IC2574,LTG,,,,
4.55,40.0,4.1,10.01,22.72,0.0,6.5,0.0,IC2574,LTG,,,,
4.84,38.7,1.4,11.42,24.6,0.0,5.76,0.0,IC2574,LTG,,,,
5.12,41.8,0.5,12.67,25.34,0.0,4.6,0.0,IC2574,LTG,,,,
5.41,42.9,0.4,13.13,25.74,0.0,4.3,0.0,IC2574,LTG,,,,
5.68,44.4,1.7,13.93,26.48,0.0,4.03,0.0,IC2574,LTG,,,,
5.97,46.1,1.3,14.5,27.15,0.0,3.42,0.0,IC2574,LTG,,,,
6.26,49.0,0.9,15.98,27.39,0.0,2.76,0.0,IC2574,LTG,,,,
6.54,51.9,0.6,17.58,27.31,0.0,2.14,0.0,IC2574,LTG,,,,
6.83,53.1,2.1,18.38,26.75,0.0,1.67,0.0,IC2574,LTG,,,,
7.1,54.0,0.5,19.29,26.25,0.0,1.55,0.0,IC2574,LTG,,,,
7.39,55.9,1.1,19.86,26.04,0.0,1.54,0.0,IC2574,LTG,,,,
7.68,58.8,3.6,21.01,25.86,0.0,1.4,0.0,IC2574,LTG,,,,
7.96,57.3,4.6,21.81,25.77,0.0,1.25,0.0,IC2574,LTG,,,,
8.25,54.0,9.0,22.49,25.57,0.0,1.12,0.0,IC2574,LTG,,,,
8.52,63.8,12.0,22.38,25.47,0.0,1.02,0.0,IC2574,LTG,,,,
8.81,60.5,6.2,22.6,25.41,0.0,0.92,0.0,IC2574,LTG,,,,
9.1,61.0,5.7,22.95,25.38,0.0,0.83,0.0,IC2574,LTG,,,,
9.38,66.0,1.3,23.63,25.51,0.0,0.75,0.0,IC2574,LTG,,,,
9.67,65.2,3.4,24.89,25.74,0.0,0.67,0.0,IC2574,LTG,,,,
9.96,67.1,4.7,25.8,24.84,0.0,0.0,0.0,IC2574,LTG,,,,
10.23,67.5,9.3,27.17,23.97,0.0,0.0,0.0,IC2574,LTG,,,,
0.77,35.1,3.96,2.22,20.98,133.76,335.17,2678.7,IC4202,LTG,,,,
1.59,77.9,3.95,3.89,40.96,176.62,322.39,948.63,IC4202,LTG,,,,
2.36,115.0,6.7,4.02,58.24,176.92,310.83,463.05,IC4202,LTG,,,,
3.13,156.0,3.16,0.9,74.68,172.53,299.69,349.2,IC4202,LTG,,,,
3.95,192.0,3.14,0.0,91.45,173.49,288.26,188.22,IC4202,LTG,,,,
4.73,204.0,2.9,0.0,107.35,174.08,276.77,83.53,IC4202,LTG,,,,
5.5,209.0,3.36,0.0,120.52,167.74,257.54,24.93,IC4202,LTG,,,,
6.27,220.0,3.25,0.0,132.68,159.21,255.77,7.38,IC4202,LTG,,,,
7.08,231.0,3.49,0.0,150.86,150.44,254.06,2.06,IC4202,LTG,,,,
7.86,235.0,4.65,0.24,170.8,142.84,239.48,0.6,IC4202,LTG,,,,
8.66,245.0,6.0,0.0,187.59,136.33,211.03,0.17,IC4202,LTG,,,,
9.45,246.0,5.57,3.8,199.82,130.53,180.74,0.05,IC4202,LTG,,,,
10.24,239.0,6.95,0.0,208.12,125.41,151.13,0.01,IC4202,LTG,,,,
11.02,240.0,7.16,3.35,212.98,120.9,124.69,0.0,IC4202,LTG,,,,
11.79,240.0,4.85,15.63,214.9,116.92,101.97,0.0,IC4202,LTG,,,,
12.47,246.0,7.68,22.51,214.77,113.67,85.47,0.0,IC4202,LTG,,,,
13.34,241.0,6.21,30.77,213.03,109.94,69.15,0.0,IC4202,LTG,,,,
14.11,250.0,5.62,37.16,210.67,106.85,58.36,0.0,IC4202,LTG,,,,
14.59,242.0,5.1,39.71,209.26,105.08,53.0,0.0,IC4202,LTG,,,,
14.98,244.0,7.41,41.88,208.03,103.7,48.81,0.0,IC4202,LTG,,,,
15.75,248.0,5.08,44.73,205.55,101.13,41.91,0.0,IC4202,LTG,,,,
16.52,249.0,5.22,46.3,203.07,98.75,35.71,0.0,IC4202,LTG,,,,
17.1,246.0,6.35,46.79,201.06,97.06,31.62,0.0,IC4202,LTG,,,,
17.88,241.0,16.2,46.99,198.19,94.92,26.82,0.0,IC4202,LTG,,,,
18.65,247.0,14.6,47.18,195.23,92.94,22.81,0.0,IC4202,LTG,,,,
19.62,234.0,20.9,47.77,191.47,90.61,18.65,0.0,IC4202,LTG,,,,
20.78,249.0,10.0,51.51,186.83,88.05,14.6,0.0,IC4202,LTG,,,,
22.13,236.0,16.1,57.31,181.4,85.32,10.95,0.0,IC4202,LTG,,,,
23.0,245.0,22.1,59.87,177.88,83.69,9.17,0.0,IC4202,LTG,,,,
23.58,243.0,4.2,61.24,175.64,82.65,8.14,0.0,IC4202,LTG,,,,
25.03,238.0,7.76,61.05,170.07,80.22,6.11,0.0,IC4202,LTG,,,,
25.9,247.0,6.14,60.16,166.98,78.87,5.18,0.0,IC4202,LTG,,,,
0.25,4.25,2.0,1.87,2.88,0.0,8.69,0.0,KK98-251,LTG,,,,
0.41,6.84,2.0,3.32,3.93,0.0,6.61,0.0,KK98-251,LTG,,,,
0.57,9.56,2.0,4.8,4.8,0.0,6.95,0.0,KK98-251,LTG,,,,
0.74,12.3,2.0,6.44,6.36,0.0,6.78,0.0,KK98-251,LTG,,,,
0.9,15.1,2.0,8.03,7.43,0.0,5.71,0.0,KK98-251,LTG,,,,
1.07,17.5,2.0,9.79,8.56,0.0,5.63,0.0,KK98-251,LTG,,,,
1.24,19.7,2.0,11.57,9.52,0.0,4.46,0.0,KK98-251,LTG,,,,
1.4,21.8,2.0,13.11,10.08,0.0,3.87,0.0,KK98-251,LTG,,,,
1.57,24.4,2.0,14.44,10.55,0.0,3.42,0.0,KK98-251,LTG,,,,
1.72,27.3,2.0,15.54,10.95,0.0,3.02,0.0,KK98-251,LTG,,,,
1.89,30.3,2.0,16.53,11.36,0.0,2.62,0.0,KK98-251,LTG,,,,
2.06,32.6,2.0,17.3,11.57,0.0,2.28,0.0,KK98-251,LTG,,,,
2.46,33.3,2.0,18.07,12.23,0.0,1.69,0.0,KK98-251,LTG,,,,
2.79,34.6,2.0,18.07,12.94,0.0,1.34,0.0,KK98-251,LTG,,,,
3.13,34.2,2.0,17.41,12.45,0.0,0.0,0.0,KK98-251,LTG,,,,
0.21,17.4,6.51,1.51,18.55,0.0,410.75,0.0,NGC0024,LTG,,,,
0.32,31.0,8.86,2.27,25.65,0.0,307.43,0.0,NGC0024,LTG,,,,
0.43,36.1,8.16,3.03,29.58,0.0,268.58,0.0,NGC0024,LTG,,,,
0.54,46.0,8.52,3.84,33.96,0.0,241.26,0.0,NGC0024,LTG,,,,
0.64,58.0,6.9,4.53,36.83,0.0,222.69,0.0,NGC0024,LTG,,,,
0.74,63.4,9.55,5.28,39.62,0.0,212.03,0.0,NGC0024,LTG,,,,
0.85,71.9,8.52,6.04,43.11,0.0,206.1,0.0,NGC0024,LTG,,,,
0.96,76.4,6.82,6.8,46.75,0.0,191.46,0.0,NGC0024,LTG,,,,
1.07,78.1,6.65,7.62,50.04,0.0,179.91,0.0,NGC0024,LTG,,,,
1.17,80.5,6.14,8.31,52.76,0.0,167.35,0.0,NGC0024,LTG,,,,
1.28,82.8,5.8,9.07,55.72,0.0,159.14,0.0,NGC0024,LTG,,,,
1.38,85.6,6.48,9.82,58.31,0.0,150.35,0.0,NGC0024,LTG,,,,
1.48,88.0,7.5,10.57,61.08,0.0,139.46,0.0,NGC0024,LTG,,,,
1.59,92.0,8.52,11.19,63.47,0.0,125.67,0.0,NGC0024,LTG,,,,
1.7,92.4,8.52,11.92,65.59,0.0,111.41,0.0,NGC0024,LTG,,,,
1.8,95.1,9.2,12.54,66.83,0.0,99.69,0.0,NGC0024,LTG,,,,
1.91,96.5,8.52,13.26,68.03,0.0,87.79,0.0,NGC0024,LTG,,,,
2.02,101.0,8.86,13.88,68.59,0.0,77.06,0.0,NGC0024,LTG,,,,
2.13,99.9,9.55,14.61,69.0,0.0,68.97,0.0,NGC0024,LTG,,,,
2.23,103.0,8.18,15.23,69.17,0.0,63.99,0.0,NGC0024,LTG,,,,
2.34,104.0,8.52,15.96,69.56,0.0,57.94,0.0,NGC0024,LTG,,,,
2.44,107.0,9.2,16.58,69.75,0.0,52.31,0.0,NGC0024,LTG,,,,
2.54,107.0,9.55,17.3,69.69,0.0,47.47,0.0,NGC0024,LTG,,,,
2.65,106.0,11.2,17.92,69.65,0.0,43.16,0.0,NGC0024,LTG,,,,
2.76,107.0,11.2,18.55,69.52,0.0,39.28,0.0,NGC0024,LTG,,,,
7.07,104.0,3.11,26.32,52.21,0.0,1.7,0.0,NGC0024,LTG,,,,
8.49,106.0,2.55,24.76,47.19,0.0,0.49,0.0,NGC0024,LTG,,,,
9.91,109.0,4.95,22.59,43.11,0.0,0.19,0.0,NGC0024,LTG,,,,
11.27,110.0,2.83,20.52,40.05,0.0,0.0,0.0,NGC0024,LTG,,,,
1.23,28.7,3.4,13.65,27.5,0.0,58.0,0.0,NGC0055,LTG,,,,
1.84,37.6,2.6,18.65,32.63,0.0,38.02,0.0,NGC0055,LTG,,,,
2.46,43.1,1.2,21.85,36.38,0.0,29.5,0.0,NGC0055,LTG,,,,
3.07,50.1,2.8,25.04,38.7,0.0,21.65,0.0,NGC0055,LTG,,,,
3.68,58.1,4.5,28.73,39.68,0.0,16.32,0.0,NGC0055,LTG,,,,
4.3,64.6,4.1,32.28,39.98,0.0,13.06,0.0,NGC0055,LTG,,,,
4.91,68.5,2.7,34.59,39.99,0.0,10.93,0.0,NGC0055,LTG,,,,
5.52,72.3,0.8,36.37,39.87,0.0,9.36,0.0,NGC0055,LTG,,,,
6.14,74.2,2.4,37.73,39.71,0.0,8.35,0.0,NGC0055,LTG,,,,
6.75,78.9,2.6,38.68,39.75,0.0,7.82,0.0,NGC0055,LTG,,,,
7.37,82.4,2.3,39.3,40.35,0.0,7.39,0.0,NGC0055,LTG,,,,
7.98,84.3,4.8,39.72,41.04,0.0,6.69,0.0,NGC0055,LTG,,,,
8.59,85.4,7.3,40.39,41.57,0.0,5.95,0.0,NGC0055,LTG,,,,
9.21,85.3,4.6,40.44,42.03,0.0,5.36,0.0,NGC0055,LTG,,,,
9.82,86.8,4.0,39.94,42.44,0.0,4.85,0.0,NGC0055,LTG,,,,
10.43,85.4,5.7,39.15,42.87,0.0,4.39,0.0,NGC0055,LTG,,,,
11.05,85.4,7.0,37.71,43.32,0.0,3.97,0.0,NGC0055,LTG,,,,
11.66,86.2,4.1,36.23,43.95,0.0,3.59,0.0,NGC0055,LTG,,,,
12.28,86.1,6.2,35.41,44.71,0.0,3.25,0.0,NGC0055,LTG,,,,
12.89,87.4,2.5,34.67,45.88,0.0,2.94,0.0,NGC0055,LTG,,,,
13.5,86.5,5.5,33.61,48.0,0.0,0.0,0.0,NGC0055,LTG,,,,
0.23,6.81,8.19,-0.86,9.67,0.0,142.64,0.0,NGC0100,LTG,,,,
0.69,20.0,4.09,-1.93,23.77,0.0,114.33,0.0,NGC0100,LTG,,,,
1.15,33.0,4.0,-3.62,34.7,0.0,92.98,0.0,NGC0100,LTG,,,,
1.59,42.7,4.0,-4.31,41.73,0.0,70.0,0.0,NGC0100,LTG,,,,
2.05,49.9,4.0,-3.92,46.7,0.0,54.62,0.0,NGC0100,LTG,,,,
2.51,55.5,4.0,3.21,50.33,0.0,43.18,0.0,NGC0100,LTG,,,,
2.97,61.9,4.0,7.43,53.12,0.0,33.14,0.0,NGC0100,LTG,,,,
3.42,67.9,4.0,10.05,55.1,0.0,25.5,0.0,NGC0100,LTG,,,,
3.88,73.1,4.0,11.97,55.08,0.0,16.1,0.0,NGC0100,LTG,,,,
4.34,76.1,3.0,13.61,54.16,0.0,13.06,0.0,NGC0100,LTG,,,,
4.79,77.8,5.34,14.82,53.32,0.0,9.76,0.0,NGC0100,LTG,,,,
5.24,79.0,4.0,15.7,52.48,0.0,7.4,0.0,NGC0100,LTG,,,,
5.7,78.5,5.6,16.36,50.92,0.0,5.05,0.0,NGC0100,LTG,,,,
6.16,79.8,7.15,16.58,49.36,0.0,4.2,0.0,NGC0100,LTG,,,,
7.16,83.4,5.12,17.02,46.44,0.0,2.37,0.0,NGC0100,LTG,,,,
7.52,84.6,4.0,17.46,45.44,0.0,2.01,0.0,NGC0100,LTG,,,,
7.98,86.1,5.53,18.01,44.24,0.0,1.61,0.0,NGC0100,LTG,,,,
8.44,87.5,10.2,18.77,43.11,0.0,1.27,0.0,NGC0100,LTG,,,,
8.9,89.0,7.77,19.76,41.91,0.0,0.96,0.0,NGC0100,LTG,,,,
9.35,90.4,5.16,20.86,40.72,0.0,0.84,0.0,NGC0100,LTG,,,,
9.62,91.2,13.7,21.63,40.12,0.0,0.83,0.0,NGC0100,LTG,,,,
1.08,34.6,0.9,2.87,22.18,0.0,66.02,0.0,NGC0247,LTG,,,,
1.61,47.0,0.8,4.22,29.63,0.0,54.33,0.0,NGC0247,LTG,,,,
2.15,59.1,3.1,5.53,34.54,0.0,44.47,0.0,NGC0247,LTG,,,,
2.7,64.4,1.4,7.02,38.17,0.0,37.92,0.0,NGC0247,LTG,,,,
3.22,67.4,2.3,8.74,41.49,0.0,33.35,0.0,NGC0247,LTG,,,,
3.77,69.8,0.7,10.74,44.33,0.0,29.03,0.0,NGC0247,LTG,,,,
4.31,71.3,1.1,12.87,46.65,0.0,25.59,0.0,NGC0247,LTG,,,,
4.85,73.2,1.7,14.02,48.71,0.0,22.37,0.0,NGC0247,LTG,,,,
5.38,75.1,3.0,14.25,50.36,0.0,19.55,0.0,NGC0247,LTG,,,,
5.92,78.5,3.8,15.4,51.67,0.0,17.02,0.0,NGC0247,LTG,,,,
6.46,81.4,5.0,17.47,52.6,0.0,14.83,0.0,NGC0247,LTG,,,,
6.99,83.5,7.0,20.12,53.23,0.0,13.01,0.0,NGC0247,LTG,,,,
7.53,87.1,7.2,23.34,53.67,0.0,11.5,0.0,NGC0247,LTG,,,,
8.07,90.7,4.8,25.63,54.09,0.0,10.34,0.0,NGC0247,LTG,,,,
8.62,93.1,1.4,27.36,54.75,0.0,9.41,0.0,NGC0247,LTG,,,,
9.14,95.9,2.1,29.31,55.29,0.0,8.09,0.0,NGC0247,LTG,,,,
9.69,98.4,5.2,31.5,55.46,0.0,6.86,0.0,NGC0247,LTG,,,,
10.23,101.0,8.2,33.45,55.35,0.0,5.8,0.0,NGC0247,LTG,,,,
10.76,103.0,9.4,35.18,54.98,0.0,4.92,0.0,NGC0247,LTG,,,,
11.3,104.0,9.4,36.44,54.45,0.0,4.17,0.0,NGC0247,LTG,,,,
11.84,105.0,8.9,37.01,53.82,0.0,3.57,0.0,NGC0247,LTG,,,,
12.38,105.0,8.4,37.01,53.2,0.0,3.12,0.0,NGC0247,LTG,,,,
12.91,105.0,9.0,36.33,52.54,0.0,2.63,0.0,NGC0247,LTG,,,,
13.48,106.0,8.4,35.29,51.7,0.0,2.23,0.0,NGC0247,LTG,,,,
14.01,108.0,7.7,34.03,50.9,0.0,1.96,0.0,NGC0247,LTG,,,,
14.54,107.0,9.2,32.65,50.18,0.0,1.79,0.0,NGC0247,LTG,,,,
1.5,164.0,28.2,3.86,179.05,0.0,1392.39,0.0,NGC0289,LTG,,,,
2.52,194.0,32.0,5.64,226.49,0.0,684.62,0.0,NGC0289,LTG,,,,
3.46,175.0,25.2,6.85,215.85,0.0,390.61,0.0,NGC0289,LTG,,,,
4.32,185.0,31.5,7.4,220.68,0.0,299.95,0.0,NGC0289,LTG,,,,
5.43,175.0,27.9,6.0,221.66,0.0,148.1,0.0,NGC0289,LTG,,,,
6.38,167.0,27.2,4.74,211.57,0.0,68.44,0.0,NGC0289,LTG,,,,
7.57,176.0,7.18,7.37,198.06,0.0,40.47,0.0,NGC0289,LTG,,,,
10.6,185.0,4.29,21.99,170.85,0.0,14.69,0.0,NGC0289,LTG,,,,
13.57,183.0,4.22,32.44,151.82,0.0,5.42,0.0,NGC0289,LTG,,,,
16.64,172.0,4.33,38.81,136.17,0.0,3.34,0.0,NGC0289,LTG,,,,
19.71,161.0,4.24,42.5,127.01,0.0,3.06,0.0,NGC0289,LTG,,,,
22.68,156.0,5.08,49.56,119.49,0.0,1.47,0.0,NGC0289,LTG,,,,
25.75,159.0,6.49,54.94,111.5,0.0,0.76,0.0,NGC0289,LTG,,,,
28.72,173.0,6.97,55.53,105.68,0.0,0.64,0.0,NGC0289,LTG,,,,
31.79,177.0,6.57,60.71,100.59,0.0,0.4,0.0,NGC0289,LTG,,,,
34.77,179.0,4.47,65.78,96.09,0.0,0.25,0.0,NGC0289,LTG,,,,
37.84,181.0,4.26,67.48,92.02,0.0,0.16,0.0,NGC0289,LTG,,,,
40.81,182.0,4.26,68.67,88.49,0.0,0.1,0.0,NGC0289,LTG,,,,
43.88,182.0,4.83,68.27,85.15,0.0,0.06,0.0,NGC0289,LTG,,,,
46.85,180.0,5.5,67.18,82.29,0.0,0.04,0.0,NGC0289,LTG,,,,
49.92,177.0,8.5,65.98,79.64,0.0,0.03,0.0,NGC0289,LTG,,,,
52.99,175.0,11.0,65.09,77.21,0.0,0.02,0.0,NGC0289,LTG,,,,
55.96,172.0,11.6,64.29,75.06,0.0,0.01,0.0,NGC0289,LTG,,,,
59.03,168.0,12.6,62.6,72.97,0.0,0.01,0.0,NGC0289,LTG,,,,
62.0,158.0,5.38,59.81,71.15,0.0,0.0,0.0,NGC0289,LTG,,,,
65.07,158.0,6.5,57.13,69.42,0.0,0.0,0.0,NGC0289,LTG,,,,
68.05,166.0,15.5,55.14,67.85,0.0,0.0,0.0,NGC0289,LTG,,,,
71.12,165.0,8.75,53.24,66.34,0.0,0.0,0.0,NGC0289,LTG,,,,
0.91,33.1,3.9,0.0,31.52,0.0,90.5,0.0,NGC0300,LTG,,,,
1.36,46.7,2.7,0.0,37.5,0.0,67.25,0.0,NGC0300,LTG,,,,
1.82,53.9,4.7,0.0,42.04,0.0,53.8,0.0,NGC0300,LTG,,,,
2.27,58.8,2.5,2.86,46.16,0.0,41.88,0.0,NGC0300,LTG,,,,
2.72,65.6,2.6,7.4,48.37,0.0,31.96,0.0,NGC0300,LTG,,,,
3.17,70.8,2.7,8.38,49.78,0.0,24.71,0.0,NGC0300,LTG,,,,
3.63,82.1,4.9,8.42,50.48,0.0,18.99,0.0,NGC0300,LTG,,,,
4.08,84.1,6.6,9.19,50.65,0.0,14.68,0.0,NGC0300,LTG,,,,
4.54,83.4,6.2,12.0,50.39,0.0,11.28,0.0,NGC0300,LTG,,,,
4.99,81.5,2.7,12.98,49.84,0.0,8.72,0.0,NGC0300,LTG,,,,
5.45,80.8,4.0,13.57,49.05,0.0,6.7,0.0,NGC0300,LTG,,,,
5.9,82.8,12.4,15.44,48.12,0.0,5.18,0.0,NGC0300,LTG,,,,
6.36,88.2,11.7,20.16,47.07,0.0,3.98,0.0,NGC0300,LTG,,,,
6.81,88.5,8.5,24.2,45.98,0.0,3.08,0.0,NGC0300,LTG,,,,
7.26,88.4,8.9,27.05,44.86,0.0,2.38,0.0,NGC0300,LTG,,,,
7.71,88.2,10.8,28.23,43.73,0.0,1.84,0.0,NGC0300,LTG,,,,
8.17,89.5,3.1,27.84,42.59,0.0,1.41,0.0,NGC0300,LTG,,,,
8.62,89.7,9.5,26.95,41.5,0.0,1.09,0.0,NGC0300,LTG,,,,
9.07,93.7,7.3,26.46,40.45,0.0,0.84,0.0,NGC0300,LTG,,,,
9.53,97.0,5.7,26.26,39.41,0.0,0.65,0.0,NGC0300,LTG,,,,
9.96,96.2,1.5,25.18,38.5,0.0,0.51,0.0,NGC0300,LTG,,,,
10.45,94.8,2.1,24.1,37.5,0.0,0.38,0.0,NGC0300,LTG,,,,
10.93,92.5,13.9,23.02,36.62,0.0,0.29,0.0,NGC0300,LTG,,,,
11.32,92.8,10.6,22.03,35.97,0.0,0.23,0.0,NGC0300,LTG,,,,
11.8,93.5,12.1,21.74,35.19,0.0,0.0,0.0,NGC0300,LTG,,,,
1.17,123.0,6.2,2.58,183.66,0.0,2905.87,0.0,NGC0801,LTG,,,,
1.56,142.0,6.2,3.43,210.66,0.0,2304.03,0.0,NGC0801,LTG,,,,
1.96,205.0,6.2,4.28,232.37,0.0,1870.29,0.0,NGC0801,LTG,,,,
2.73,228.0,6.2,5.96,264.64,0.0,1313.72,0.0,NGC0801,LTG,,,,
3.52,238.0,6.2,7.61,281.54,0.0,825.59,0.0,NGC0801,LTG,,,,
10.59,229.0,4.2,23.2,269.17,0.0,159.49,0.0,NGC0801,LTG,,,,
17.65,225.0,6.9,37.46,243.6,0.0,48.01,0.0,NGC0801,LTG,,,,
