r_kpc,v_obs,v_obs_err,v_gas,v_disk,v_bulge,sb_disk,sb_bulge,galaxy,source_type,dist,inc,lum,type
,-43.4,,,,,,,NGC 2976,EXTRA,,,,
,-48.5,,,,,,,NGC 2976,EXTRA,,,,
,-53.7,,,,,,,NGC 2976,EXTRA,,,,
,-58.8,,,,,,,NGC 2976,EXTRA,,,,
,-64.0,,,,,,,NGC 2976,EXTRA,,,,
,-69.1,,,,,,,NGC 2976,EXTRA,,,,
,-74.3,,,,,,,NGC 2976,EXTRA,,,,
,-79.4,,,,,,,NGC 2976,EXTRA,,,,
,-84.6,,,,,,,NGC 2976,EXTRA,,,,
,-89.7,,,,,,,NGC 2976,EXTRA,,,,
,-94.9,,,,,,,NGC 2976,EXTRA,,,,
,-100.0,,,,,,,NGC 2976,EXTRA,,,,
,-105.2,,,,,,,NGC 2976,EXTRA,,,,
,189.5,,,,,,,NGC 3031,EXTRA,,,,
,187.0,,,,,,,NGC 3031,EXTRA,,,,
,184.4,,,,,,,NGC 3031,EXTRA,,,,
,181.8,,,,,,,NGC 3031,EXTRA,,,,
,179.2,,,,,,,NGC 3031,EXTRA,,,,
,176.7,,,,,,,NGC 3031,EXTRA,,,,
,174.1,,,,,,,NGC 3031,EXTRA,,,,
,171.5,,,,,,,NGC 3031,EXTRA,,,,
,168.9,,,,,,,NGC 3031,EXTRA,,,,
,166.3,,,,,,,NGC 3031,EXTRA,,,,
,163.8,,,,,,,NGC 3031,EXTRA,,,,
,161.2,,,,,,,NGC 3031,EXTRA,,,,
,158.6,,,,,,,NGC 3031,EXTRA,,,,
,156.0,,,,,,,NGC 3031,EXTRA,,,,
,153.4,,,,,,,NGC 3031,EXTRA,,,,
,150.9,,,,,,,NGC 3031,EXTRA,,,,
,148.3,,,,,,,NGC 3031,EXTRA,,,,
,145.7,,,,,,,NGC 3031,EXTRA,,,,
,143.1,,,,,,,NGC 3031,EXTRA,,,,
,140.5,,,,,,,NGC 3031,EXTRA,,,,
,138.0,,,,,,,NGC 3031,EXTRA,,,,
,135.4,,,,,,,NGC 3031,EXTRA,,,,
,132.8,,,,,,,NGC 3031,EXTRA,,,,
,130.2,,,,,,,NGC 3031,EXTRA,,,,
,127.6,,,,,,,NGC 3031,EXTRA,,,,
,125.1,,,,,,,NGC 3031,EXTRA,,,,
,122.5,,,,,,,NGC 3031,EXTRA,,,,
,119.9,,,,,,,NGC 3031,EXTRA,,,,
,117.3,,,,,,,NGC 3031,EXTRA,,,,
,114.8,,,,,,,NGC 3031,EXTRA,,,,
,112.2,,,,,,,NGC 3031,EXTRA,,,,
,109.6,,,,,,,NGC 3031,EXTRA,,,,
,107.0,,,,,,,NGC 3031,EXTRA,,,,
,104.4,,,,,,,NGC 3031,EXTRA,,,,
,101.9,,,,,,,NGC 3031,EXTRA,,,,
,99.3,,,,,,,NGC 3031,EXTRA,,,,
,96.7,,,,,,,NGC 3031,EXTRA,,,,
,94.1,,,,,,,NGC 3031,EXTRA,,,,
,91.6,,,,,,,NGC 3031,EXTRA,,,,
,89.0,,,,,,,NGC 3031,EXTRA,,,,
,86.4,,,,,,,NGC 3031,EXTRA,,,,
,83.8,,,,,,,NGC 3031,EXTRA,,,,
,81.2,,,,,,,NGC 3031,EXTRA,,,,
,78.7,,,,,,,NGC 3031,EXTRA,,,,
,76.1,,,,,,,NGC 3031,EXTRA,,,,
,73.5,,,,,,,NGC 3031,EXTRA,,,,
,70.9,,,,,,,NGC 3031,EXTRA,,,,
,68.4,,,,,,,NGC 3031,EXTRA,,,,
,65.8,,,,,,,NGC 3031,EXTRA,,,,
,63.2,,,,,,,NGC 3031,EXTRA,,,,
,60.6,,,,,,,NGC 3031,EXTRA,,,,
,58.0,,,,,,,NGC 3031,EXTRA,,,,
,55.5,,,,,,,NGC 3031,EXTRA,,,,
,52.9,,,,,,,NGC 3031,EXTRA,,,,
,50.3,,,,,,,NGC 3031,EXTRA,,,,
,47.7,,,,,,,NGC 3031,EXTRA,,,,
,45.2,,,,,,,NGC 3031,EXTRA,,,,
,42.6,,,,,,,NGC 3031,EXTRA,,,,
,40.0,,,,,,,NGC 3031,EXTRA,,,,
,37.4,,,,,,,NGC 3031,EXTRA,,,,
,34.8,,,,,,,NGC 3031,EXTRA,,,,
,32.3,,,,,,,NGC 3031,EXTRA,,,,
,29.7,,,,,,,NGC 3031,EXTRA,,,,
,27.1,,,,,,,NGC 3031,EXTRA,,,,
,24.5,,,,,,,NGC 3031,EXTRA,,,,
,22.0,,,,,,,NGC 3031,EXTRA,,,,
,19.4,,,,,,,NGC 3031,EXTRA,,,,
,16.8,,,,,,,NGC 3031,EXTRA,,,,
,14.2,,,,,,,NGC 3031,EXTRA,,,,
,11.7,,,,,,,NGC 3031,EXTRA,,,,
,9.1,,,,,,,NGC 3031,EXTRA,,,,
,6.5,,,,,,,NGC 3031,EXTRA,,,,
,3.9,,,,,,,NGC 3031,EXTRA,,,,
,1.3,,,,,,,NGC 3031,EXTRA,,,,
,-1.2,,,,,,,NGC 3031,EXTRA,,,,
,-3.8,,,,,,,NGC 3031,EXTRA,,,,
,-6.4,,,,,,,NGC 3031,EXTRA,,,,
,-9.0,,,,,,,NGC 3031,EXTRA,,,,
,-11.5,,,,,,,NGC 3031,EXTRA,,,,
,-14.1,,,,,,,NGC 3031,EXTRA,,,,
,-16.7,,,,,,,NGC 3031,EXTRA,,,,
,-19.3,,,,,,,NGC 3031,EXTRA,,,,
,-21.8,,,,,,,NGC 3031,EXTRA,,,,
,-24.4,,,,,,,NGC 3031,EXTRA,,,,
,-27.0,,,,,,,NGC 3031,EXTRA,,,,
,-29.6,,,,,,,NGC 3031,EXTRA,,,,
,-32.1,,,,,,,NGC 3031,EXTRA,,,,
,-34.7,,,,,,,NGC 3031,EXTRA,,,,
,-37.3,,,,,,,NGC 3031,EXTRA,,,,
,-39.9,,,,,,,NGC 3031,EXTRA,,,,
,-42.4,,,,,,,NGC 3031,EXTRA,,,,
,-45.0,,,,,,,NGC 3031,EXTRA,,,,
,-47.6,,,,,,,NGC 3031,EXTRA,,,,
,-50.2,,,,,,,NGC 3031,EXTRA,,,,
,-52.7,,,,,,,NGC 3031,EXTRA,,,,
,-55.3,,,,,,,NGC 3031,EXTRA,,,,
,-57.9,,,,,,,NGC 3031,EXTRA,,,,
,-60.5,,,,,,,NGC 3031,EXTRA,,,,
,-63.1,,,,,,,NGC 3031,EXTRA,,,,
,-65.6,,,,,,,NGC 3031,EXTRA,,,,
,-68.2,,,,,,,NGC 3031,EXTRA,,,,
,-70.8,,,,,,,NGC 3031,EXTRA,,,,
,-73.4,,,,,,,NGC 3031,EXTRA,,,,
,-75.9,,,,,,,NGC 3031,EXTRA,,,,
,-78.5,,,,,,,NGC 3031,EXTRA,,,,
,-81.1,,,,,,,NGC 3031,EXTRA,,,,
,-83.7,,,,,,,NGC 3031,EXTRA,,,,
,-86.2,,,,,,,NGC 3031,EXTRA,,,,
,-88.8,,,,,,,NGC 3031,EXTRA,,,,
,-91.4,,,,,,,NGC 3031,EXTRA,,,,
,-94.0,,,,,,,NGC 3031,EXTRA,,,,
,-96.5,,,,,,,NGC 3031,EXTRA,,,,
,-99.1,,,,,,,NGC 3031,EXTRA,,,,
,-101.7,,,,,,,NGC 3031,EXTRA,,,,
,-104.3,,,,,,,NGC 3031,EXTRA,,,,
,-106.8,,,,,,,NGC 3031,EXTRA,,,,
,-109.4,,,,,,,NGC 3031,EXTRA,,,,
,-112.0,,,,,,,NGC 3031,EXTRA,,,,
,-114.5,,,,,,,NGC 3031,EXTRA,,,,
,-117.1,,,,,,,NGC 3031,EXTRA,,,,
,-119.7,,,,,,,NGC 3031,EXTRA,,,,
,-122.3,,,,,,,NGC 3031,EXTRA,,,,
,-124.8,,,,,,,NGC 3031,EXTRA,,,,
,-127.4,,,,,,,NGC 3031,EXTRA,,,,
,-130.0,,,,,,,NGC 3031,EXTRA,,,,
,-132.6,,,,,,,NGC 3031,EXTRA,,,,
,-135.1,,,,,,,NGC 3031,EXTRA,,,,
,-137.7,,,,,,,NGC 3031,EXTRA,,,,
,-140.3,,,,,,,NGC 3031,EXTRA,,,,
,-142.9,,,,,,,NGC 3031,EXTRA,,,,
,-145.4,,,,,,,NGC 3031,EXTRA,,,,
,-148.0,,,,,,,NGC 3031,EXTRA,,,,
,-150.6,,,,,,,NGC 3031,EXTRA,,,,
,-153.2,,,,,,,NGC 3031,EXTRA,,,,
,-155.7,,,,,,,NGC 3031,EXTRA,,,,
,-158.3,,,,,,,NGC 3031,EXTRA,,,,
,-160.9,,,,,,,NGC 3031,EXTRA,,,,
,-163.5,,,,,,,NGC 3031,EXTRA,,,,
,-166.0,,,,,,,NGC 3031,EXTRA,,,,
,-168.6,,,,,,,NGC 3031,EXTRA,,,,
,-171.2,,,,,,,NGC 3031,EXTRA,,,,
,-173.8,,,,,,,NGC 3031,EXTRA,,,,
,-176.3,,,,,,,NGC 3031,EXTRA,,,,
,-178.9,,,,,,,NGC 3031,EXTRA,,,,
,-181.5,,,,,,,NGC 3031,EXTRA,,,,
,-184.0,,,,,,,NGC 3031,EXTRA,,,,
,-186.6,,,,,,,NGC 3031,EXTRA,,,,
,-189.2,,,,,,,NGC 3031,EXTRA,,,,
,-191.8,,,,,,,NGC 3031,EXTRA,,,,
,-194.3,,,,,,,NGC 3031,EXTRA,,,,
,-196.9,,,,,,,NGC 3031,EXTRA,,,,
,-199.5,,,,,,,NGC 3031,EXTRA,,,,
,-202.1,,,,,,,NGC 3031,EXTRA,,,,
,-204.6,,,,,,,NGC 3031,EXTRA,,,,
,-207.2,,,,,,,NGC 3031,EXTRA,,,,
,-209.8,,,,,,,NGC 3031,EXTRA,,,,
,-212.3,,,,,,,NGC 3031,EXTRA,,,,
,-214.9,,,,,,,NGC 3031,EXTRA,,,,
,-217.5,,,,,,,NGC 3031,EXTRA,,,,
,-220.1,,,,,,,NGC 3031,EXTRA,,,,
,-222.6,,,,,,,NGC 3031,EXTRA,,,,
,-225.2,,,,,,,NGC 3031,EXTRA,,,,
,-227.8,,,,,,,NGC 3031,EXTRA,,,,
,-230.4,,,,,,,NGC 3031,EXTRA,,,,
,-232.9,,,,,,,NGC 3031,EXTRA,,,,
,-235.5,,,,,,,NGC 3031,EXTRA,,,,
,-238.1,,,,,,,NGC 3031,EXTRA,,,,
,-240.6,,,,,,,NGC 3031,EXTRA,,,,
,-243.2,,,,,,,NGC 3031,EXTRA,,,,
,-245.8,,,,,,,NGC 3031,EXTRA,,,,
,-248.4,,,,,,,NGC 3031,EXTRA,,,,
,-250.9,,,,,,,NGC 3031,EXTRA,,,,
,-253.5,,,,,,,NGC 3031,EXTRA,,,,
,-256.1,,,,,,,NGC 3031,EXTRA,,,,
,-258.7,,,,,,,NGC 3031,EXTRA,,,,
,-261.2,,,,,,,NGC 3031,EXTRA,,,,
,-263.8,,,,,,,NGC 3031,EXTRA,,,,
,-266.4,,,,,,,NGC 3031,EXTRA,,,,
,93.4,,,,,,,NGC 3077,EXTRA,,,,
,90.8,,,,,,,NGC 3077,EXTRA,,,,
,88.2,,,,,,,NGC 3077,EXTRA,,,,
,85.7,,,,,,,NGC 3077,EXTRA,,,,
,83.1,,,,,,,NGC 3077,EXTRA,,,,
,80.5,,,,,,,NGC 3077,EXTRA,,,,
,77.9,,,,,,,NGC 3077,EXTRA,,,,
,75.3,,,,,,,NGC 3077,EXTRA,,,,
,72.8,,,,,,,NGC 3077,EXTRA,,,,
,70.2,,,,,,,NGC 3077,EXTRA,,,,
,67.6,,,,,,,NGC 3077,EXTRA,,,,
,65.0,,,,,,,NGC 3077,EXTRA,,,,
,62.5,,,,,,,NGC 3077,EXTRA,,,,
,59.9,,,,,,,NGC 3077,EXTRA,,,,
,57.3,,,,,,,NGC 3077,EXTRA,,,,
,54.7,,,,,,,NGC 3077,EXTRA,,,,
,52.1,,,,,,,NGC 3077,EXTRA,,,,
,49.6,,,,,,,NGC 3077,EXTRA,,,,
,47.0,,,,,,,NGC 3077,EXTRA,,,,
,44.4,,,,,,,NGC 3077,EXTRA,,,,
,41.8,,,,,,,NGC 3077,EXTRA,,,,
,39.3,,,,,,,NGC 3077,EXTRA,,,,
,36.7,,,,,,,NGC 3077,EXTRA,,,,
,34.1,,,,,,,NGC 3077,EXTRA,,,,
,31.5,,,,,,,NGC 3077,EXTRA,,,,
,29.0,,,,,,,NGC 3077,EXTRA,,,,
,26.4,,,,,,,NGC 3077,EXTRA,,,,
,23.8,,,,,,,NGC 3077,EXTRA,,,,
,21.2,,,,,,,NGC 3077,EXTRA,,,,
,18.6,,,,,,,NGC 3077,EXTRA,,,,
,16.1,,,,,,,NGC 3077,EXTRA,,,,
,13.5,,,,,,,NGC 3077,EXTRA,,,,
,10.9,,,,,,,NGC 3077,EXTRA,,,,
,8.3,,,,,,,NGC 3077,EXTRA,,,,
,5.8,,,,,,,NGC 3077,EXTRA,,,,
,3.2,,,,,,,NGC 3077,EXTRA,,,,
,0.6,,,,,,,NGC 3077,EXTRA,,,,
,-2.0,,,,,,,NGC 3077,EXTRA,,,,
,-4.5,,,,,,,NGC 3077,EXTRA,,,,
,-7.1,,,,,,,NGC 3077,EXTRA,,,,
,-9.7,,,,,,,NGC 3077,EXTRA,,,,
,-12.3,,,,,,,NGC 3077,EXTRA,,,,
,-14.8,,,,,,,NGC 3077,EXTRA,,,,
,-17.4,,,,,,,NGC 3077,EXTRA,,,,
,-20.0,,,,,,,NGC 3077,EXTRA,,,,
,-22.6,,,,,,,NGC 3077,EXTRA,,,,
,-25.2,,,,,,,NGC 3077,EXTRA,,,,
,-27.7,,,,,,,NGC 3077,EXTRA,,,,
,-30.3,,,,,,,NGC 3077,EXTRA,,,,
,-32.9,,,,,,,NGC 3077,EXTRA,,,,
,-35.5,,,,,,,NGC 3077,EXTRA,,,,
,-38.0,,,,,,,NGC 3077,EXTRA,,,,
,-40.6,,,,,,,NGC 3077,EXTRA,,,,
,-43.2,,,,,,,NGC 3077,EXTRA,,,,
,-45.8,,,,,,,NGC 3077,EXTRA,,,,
,-48.3,,,,,,,NGC 3077,EXTRA,,,,
,-50.9,,,,,,,NGC 3077,EXTRA,,,,
,-53.5,,,,,,,NGC 3077,EXTRA,,,,
,-56.1,,,,,,,NGC 3077,EXTRA,,,,
,-58.6,,,,,,,NGC 3077,EXTRA,,,,
,-61.2,,,,,,,NGC 3077,EXTRA,,,,
,-63.8,,,,,,,NGC 3077,EXTRA,,,,
,-66.4,,,,,,,NGC 3077,EXTRA,,,,
,-68.9,,,,,,,NGC 3077,EXTRA,,,,
,-71.5,,,,,,,NGC 3077,EXTRA,,,,
,-74.1,,,,,,,NGC 3077,EXTRA,,,,
,-76.7,,,,,,,NGC 3077,EXTRA,,,,
,-79.2,,,,,,,NGC 3077,EXTRA,,,,
,-81.8,,,,,,,NGC 3077,EXTRA,,,,
,-84.4,,,,,,,NGC 3077,EXTRA,,,,
,-87.0,,,,,,,NGC 3077,EXTRA,,,,
,-89.5,,,,,,,NGC 3077,EXTRA,,,,
,-92.1,,,,,,,NGC 3077,EXTRA,,,,
,-94.7,,,,,,,NGC 3077,EXTRA,,,,
,-97.3,,,,,,,NGC 3077,EXTRA,,,,
,-99.8,,,,,,,NGC 3077,EXTRA,,,,
,-102.4,,,,,,,NGC 3077,EXTRA,,,,
,-105.0,,,,,,,NGC 3077,EXTRA,,,,
,-107.6,,,,,,,NGC 3077,EXTRA,,,,
,-110.1,,,,,,,NGC 3077,EXTRA,,,,
,-112.7,,,,,,,NGC 3077,EXTRA,,,,
,-115.3,,,,,,,NGC 3077,EXTRA,,,,
,-117.9,,,,,,,NGC 3077,EXTRA,,,,
,-120.4,,,,,,,NGC 3077,EXTRA,,,,
,-123.0,,,,,,,NGC 3077,EXTRA,,,,
,-125.6,,,,,,,NGC 3077,EXTRA,,,,
,-128.2,,,,,,,NGC 3077,EXTRA,,,,
,-130.7,,,,,,,NGC 3077,EXTRA,,,,
,-133.3,,,,,,,NGC 3077,EXTRA,,,,
,-135.9,,,,,,,NGC 3077,EXTRA,,,,
,-138.5,,,,,,,NGC 3077,EXTRA,,,,
,-141.0,,,,,,,NGC 3077,EXTRA,,,,
,-143.6,,,,,,,NGC 3077,EXTRA,,,,
,-146.2,,,,,,,NGC 3077,EXTRA,,,,
,-148.8,,,,,,,NGC 3077,EXTRA,,,,
,-151.3,,,,,,,NGC 3077,EXTRA,,,,
,-153.9,,,,,,,NGC 3077,EXTRA,,,,
,-156.5,,,,,,,NGC 3077,EXTRA,,,,
,682.6,,,,,,,NGC 3184,EXTRA,,,,
,680.0,,,,,,,NGC 3184,EXTRA,,,,
,677.4,,,,,,,NGC 3184,EXTRA,,,,
,674.8,,,,,,,NGC 3184,EXTRA,,,,
,672.2,,,,,,,NGC 3184,EXTRA,,,,
,669.6,,,,,,,NGC 3184,EXTRA,,,,
,667.0,,,,,,,NGC 3184,EXTRA,,,,
,664.4,,,,,,,NGC 3184,EXTRA,,,,
,661.9,,,,,,,NGC 3184,EXTRA,,,,
,659.3,,,,,,,NGC 3184,EXTRA,,,,
,656.7,,,,,,,NGC 3184,EXTRA,,,,
,654.1,,,,,,,NGC 3184,EXTRA,,,,
,651.5,,,,,,,NGC 3184,EXTRA,,,,
,648.9,,,,,,,NGC 3184,EXTRA,,,,
,646.3,,,,,,,NGC 3184,EXTRA,,,,
,643.7,,,,,,,NGC 3184,EXTRA,,,,
,641.2,,,,,,,NGC 3184,EXTRA,,,,
,638.6,,,,,,,NGC 3184,EXTRA,,,,
,636.0,,,,,,,NGC 3184,EXTRA,,,,
,633.4,,,,,,,NGC 3184,EXTRA,,,,
,630.8,,,,,,,NGC 3184,EXTRA,,,,
,628.2,,,,,,,NGC 3184,EXTRA,,,,
,625.6,,,,,,,NGC 3184,EXTRA,,,,
,623.0,,,,,,,NGC 3184,EXTRA,,,,
,620.5,,,,,,,NGC 3184,EXTRA,,,,
,617.9,,,,,,,NGC 3184,EXTRA,,,,
,615.3,,,,,,,NGC 3184,EXTRA,,,,
,612.7,,,,,,,NGC 3184,EXTRA,,,,
,610.1,,,,,,,NGC 3184,EXTRA,,,,
,607.5,,,,,,,NGC 3184,EXTRA,,,,
,604.9,,,,,,,NGC 3184,EXTRA,,,,
,602.3,,,,,,,NGC 3184,EXTRA,,,,
,599.8,,,,,,,NGC 3184,EXTRA,,,,
,597.2,,,,,,,NGC 3184,EXTRA,,,,
,594.6,,,,,,,NGC 3184,EXTRA,,,,
,592.0,,,,,,,NGC 3184,EXTRA,,,,
,589.4,,,,,,,NGC 3184,EXTRA,,,,
,586.8,,,,,,,NGC 3184,EXTRA,,,,
,584.2,,,,,,,NGC 3184,EXTRA,,,,
,581.7,,,,,,,NGC 3184,EXTRA,,,,
,579.1,,,,,,,NGC 3184,EXTRA,,,,
,576.5,,,,,,,NGC 3184,EXTRA,,,,
,573.9,,,,,,,NGC 3184,EXTRA,,,,
,571.3,,,,,,,NGC 3184,EXTRA,,,,
,568.7,,,,,,,NGC 3184,EXTRA,,,,
,566.1,,,,,,,NGC 3184,EXTRA,,,,
,563.6,,,,,,,NGC 3184,EXTRA,,,,
,561.0,,,,,,,NGC 3184,EXTRA,,,,
,558.4,,,,,,,NGC 3184,EXTRA,,,,
,555.8,,,,,,,NGC 3184,EXTRA,,,,
,553.2,,,,,,,NGC 3184,EXTRA,,,,
,550.6,,,,,,,NGC 3184,EXTRA,,,,
,548.0,,,,,,,NGC 3184,EXTRA,,,,
,545.5,,,,,,,NGC 3184,EXTRA,,,,
,542.9,,,,,,,NGC 3184,EXTRA,,,,
,540.3,,,,,,,NGC 3184,EXTRA,,,,
,537.7,,,,,,,NGC 3184,EXTRA,,,,
,535.1,,,,,,,NGC 3184,EXTRA,,,,
,532.5,,,,,,,NGC 3184,EXTRA,,,,
,529.9,,,,,,,NGC 3184,EXTRA,,,,
,527.4,,,,,,,NGC 3184,EXTRA,,,,
,524.8,,,,,,,NGC 3184,EXTRA,,,,
,522.2,,,,,,,NGC 3184,EXTRA,,,,
,519.6,,,,,,,NGC 3184,EXTRA,,,,
,517.0,,,,,,,NGC 3184,EXTRA,,,,
,514.4,,,,,,,NGC 3184,EXTRA,,,,
,511.8,,,,,,,NGC 3184,EXTRA,,,,
,509.3,,,,,,,NGC 3184,EXTRA,,,,
,506.7,,,,,,,NGC 3184,EXTRA,,,,
,504.1,,,,,,,NGC 3184,EXTRA,,,,
,501.5,,,,,,,NGC 3184,EXTRA,,,,
,498.9,,,,,,,NGC 3184,EXTRA,,,,
,844.6,,,,,,,NGC 3198,EXTRA,,,,
,839.1,,,,,,,NGC 3198,EXTRA,,,,
,833.9,,,,,,,NGC 3198,EXTRA,,,,
,828.7,,,,,,,NGC 3198,EXTRA,,,,
,823.5,,,,,,,NGC 3198,EXTRA,,,,
,818.3,,,,,,,NGC 3198,EXTRA,,,,
,813.2,,,,,,,NGC 3198,EXTRA,,,,
,808.0,,,,,,,NGC 3198,EXTRA,,,,
,802.8,,,,,,,NGC 3198,EXTRA,,,,
,797.6,,,,,,,NGC 3198,EXTRA,,,,
,792.4,,,,,,,NGC 3198,EXTRA,,,,
,787.3,,,,,,,NGC 3198,EXTRA,,,,
,782.1,,,,,,,NGC 3198,EXTRA,,,,
,776.9,,,,,,,NGC 3198,EXTRA,,,,
,771.7,,,,,,,NGC 3198,EXTRA,,,,
,766.5,,,,,,,NGC 3198,EXTRA,,,,
,761.4,,,,,,,NGC 3198,EXTRA,,,,
,756.2,,,,,,,NGC 3198,EXTRA,,,,
,751.0,,,,,,,NGC 3198,EXTRA,,,,
,745.8,,,,,,,NGC 3198,EXTRA,,,,
,740.7,,,,,,,NGC 3198,EXTRA,,,,
,735.5,,,,,,,NGC 3198,EXTRA,,,,
,730.3,,,,,,,NGC 3198,EXTRA,,,,
,725.1,,,,,,,NGC 3198,EXTRA,,,,
,719.9,,,,,,,NGC 3198,EXTRA,,,,
,714.8,,,,,,,NGC 3198,EXTRA,,,,
,709.6,,,,,,,NGC 3198,EXTRA,,,,
,704.4,,,,,,,NGC 3198,EXTRA,,,,
,699.2,,,,,,,NGC 3198,EXTRA,,,,
,694.1,,,,,,,NGC 3198,EXTRA,,,,
,688.9,,,,,,,NGC 3198,EXTRA,,,,
,683.7,,,,,,,NGC 3198,EXTRA,,,,
,678.5,,,,,,,NGC 3198,EXTRA,,,,
,673.4,,,,,,,NGC 3198,EXTRA,,,,
,668.2,,,,,,,NGC 3198,EXTRA,,,,
,663.0,,,,,,,NGC 3198,EXTRA,,,,
,657.8,,,,,,,NGC 3198,EXTRA,,,,
,652.7,,,,,,,NGC 3198,EXTRA,,,,
,647.5,,,,,,,NGC 3198,EXTRA,,,,
,642.3,,,,,,,NGC 3198,EXTRA,,,,
,637.1,,,,,,,NGC 3198,EXTRA,,,,
,632.0,,,,,,,NGC 3198,EXTRA,,,,
,626.8,,,,,,,NGC 3198,EXTRA,,,,
,621.6,,,,,,,NGC 3198,EXTRA,,,,
,616.4,,,,,,,NGC 3198,EXTRA,,,,
,611.3,,,,,,,NGC 3198,EXTRA,,,,
,606.1,,,,,,,NGC 3198,EXTRA,,,,
,600.9,,,,,,,NGC 3198,EXTRA,,,,
,595.7,,,,,,,NGC 3198,EXTRA,,,,
,590.6,,,,,,,NGC 3198,EXTRA,,,,
,585.4,,,,,,,NGC 3198,EXTRA,,,,
,580.2,,,,,,,NGC 3198,EXTRA,,,,
,575.1,,,,,,,NGC 3198,EXTRA,,,,
,569.9,,,,,,,NGC 3198,EXTRA,,,,
,564.7,,,,,,,NGC 3198,EXTRA,,,,
,559.5,,,,,,,NGC 3198,EXTRA,,,,
,554.4,,,,,,,NGC 3198,EXTRA,,,,
,549.2,,,,,,,NGC 3198,EXTRA,,,,
,544.0,,,,,,,NGC 3198,EXTRA,,,,
,538.9,,,,,,,NGC 3198,EXTRA,,,,
,533.7,,,,,,,NGC 3198,EXTRA,,,,
,528.5,,,,,,,NGC 3198,EXTRA,,,,
,523.3,,,,,,,NGC 3198,EXTRA,,,,
,518.2,,,,,,,NGC 3198,EXTRA,,,,
,513.0,,,,,,,NGC 3198,EXTRA,,,,
,507.8,,,,,,,NGC 3198,EXTRA,,,,
,502.7,,,,,,,NGC 3198,EXTRA,,,,
,497.5,,,,,,,NGC 3198,EXTRA,,,,
,492.3,,,,,,,NGC 3198,EXTRA,,,,
,487.2,,,,,,,NGC 3198,EXTRA,,,,
,482.0,,,,,,,NGC 3198,EXTRA,,,,
,476.8,,,,,,,NGC 3198,EXTRA,,,,
,966.6,,,,,,,NGC 3351,EXTRA,,,,
,961.4,,,,,,,NGC 3351,EXTRA,,,,
,956.2,,,,,,,NGC 3351,EXTRA,,,,
,951.1,,,,,,,NGC 3351,EXTRA,,,,
,945.9,,,,,,,NGC 3351,EXTRA,,,,
,940.7,,,,,,,NGC 3351,EXTRA,,,,
,935.5,,,,,,,NGC 3351,EXTRA,,,,
,930.3,,,,,,,NGC 3351,EXTRA,,,,
,925.1,,,,,,,NGC 3351,EXTRA,,,,
,919.9,,,,,,,NGC 3351,EXTRA,,,,
,914.7,,,,,,,NGC 3351,EXTRA,,,,
,909.5,,,,,,,NGC 3351,EXTRA,,,,
,904.3,,,,,,,NGC 3351,EXTRA,,,,
,899.2,,,,,,,NGC 3351,EXTRA,,,,
,894.0,,,,,,,NGC 3351,EXTRA,,,,
,888.8,,,,,,,NGC 3351,EXTRA,,,,
,883.6,,,,,,,NGC 3351,EXTRA,,,,
,878.4,,,,,,,NGC 3351,EXTRA,,,,
,873.2,,,,,,,NGC 3351,EXTRA,,,,
,868.1,,,,,,,NGC 3351,EXTRA,,,,
,862.9,,,,,,,NGC 3351,EXTRA,,,,
,857.7,,,,,,,NGC 3351,EXTRA,,,,
,852.5,,,,,,,NGC 3351,EXTRA,,,,
,847.3,,,,,,,NGC 3351,EXTRA,,,,
,842.1,,,,,,,NGC 3351,EXTRA,,,,
,837.0,,,,,,,NGC 3351,EXTRA,,,,
,831.8,,,,,,,NGC 3351,EXTRA,,,,
,826.6,,,,,,,NGC 3351,EXTRA,,,,
,821.4,,,,,,,NGC 3351,EXTRA,,,,
,816.2,,,,,,,NGC 3351,EXTRA,,,,
,811.1,,,,,,,NGC 3351,EXTRA,,,,
,805.9,,,,,,,NGC 3351,EXTRA,,,,
,800.7,,,,,,,NGC 3351,EXTRA,,,,
,795.5,,,,,,,NGC 3351,EXTRA,,,,
,790.3,,,,,,,NGC 3351,EXTRA,,,,
,785.2,,,,,,,NGC 3351,EXTRA,,,,
,780.0,,,,,,,NGC 3351,EXTRA,,,,
,774.8,,,,,,,NGC 3351,EXTRA,,,,
,769.6,,,,,,,NGC 3351,EXTRA,,,,
,764.4,,,,,,,NGC 3351,EXTRA,,,,
,759.3,,,,,,,NGC 3351,EXTRA,,,,
,754.1,,,,,,,NGC 3351,EXTRA,,,,
,748.9,,,,,,,NGC 3351,EXTRA,,,,
,743.7,,,,,,,NGC 3351,EXTRA,,,,
,738.5,,,,,,,NGC 3351,EXTRA,,,,
,733.4,,,,,,,NGC 3351,EXTRA,,,,
,728.2,,,,,,,NGC 3351,EXTRA,,,,
,723.0,,,,,,,NGC 3351,EXTRA,,,,
,717.8,,,,,,,NGC 3351,EXTRA,,,,
,712.6,,,,,,,NGC 3351,EXTRA,,,,
,707.5,,,,,,,NGC 3351,EXTRA,,,,
,702.3,,,,,,,NGC 3351,EXTRA,,,,
,697.1,,,,,,,NGC 3351,EXTRA,,,,
,691.9,,,,,,,NGC 3351,EXTRA,,,,
,686.8,,,,,,,NGC 3351,EXTRA,,,,
,681.6,,,,,,,NGC 3351,EXTRA,,,,
,676.4,,,,,,,NGC 3351,EXTRA,,,,
,671.2,,,,,,,NGC 3351,EXTRA,,,,
